,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
52,DRPV TRADING,Single Proprietorship,23-Jun-2015,Platinum,Active,09-Mar-2020,09-Mar-2021,2015061393801349556868
53,PNEUMO VENT MEDICAL ENTERPRISES INC.,Corporation,21-May-2015,Platinum,Active,31-Jan-2020,31-Jan-2021,1970012121142066173896
54,EPP FIRE SAFETY AND RESCUE PRODUCTS CO.,Partnership,12-Mar-2008,Platinum,Active,09-Mar-2020,13-Mar-2021,200803194201680735218
55,MARXTON CONSTRUCTION,Single Proprietorship,09-Jan-2018,Platinum,Active,09-Mar-2020,09-Mar-2021,201801121094983147039
56,METRO REGENCY INNOVATION INC.,Corporation,15-Jan-2014,Platinum,Active,09-Mar-2020,09-Mar-2021,20140191085974450744
57,COMPUCARE CORPORATION (COMPUCARE CENTER),Corporation,23-Nov-2001,Platinum,Active,09-Mar-2020,09-Mar-2021,2001112501329025435
58,EN ROGEL CORP.,Corporation,22-Aug-2008,Platinum,Active,04-Mar-2020,04-Mar-2021,20080822077559691286
59,FIAT CONSTRUCTION SERVICES,Single Proprietorship,28-Jun-2007,Platinum,Active,09-Mar-2020,09-Mar-2021,200706147422008273965
60,NOAH CONSTRUCTION AND SUPPLY,Single Proprietorship,24-Nov-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,2017111265251735102751
61,OPTACOOL ENTERPRISES,Single Proprietorship,20-Jun-2007,Platinum,Active,09-Mar-2020,04-Apr-2021,20070614447839365210
62,"BBDO GUERRERO, INC.",Corporation,09-Aug-2001,Platinum,Active,17-Jul-2020,17-Jul-2021,20010824986706966653
63,CV PASCUA GASOLINE STATION,Single Proprietorship,09-Jul-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,20190733922946006857
64,D.G. DELA CRUZ CONSTRUCTION SERVICES,Single Proprietorship,04-Jun-2018,Platinum,Active,09-Mar-2020,12-Mar-2021,201806965011404535633
65,JODER TRADING,Single Proprietorship,15-Feb-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,201702179715323061245
66,R.S.C. CONSTRUCTION SERVICES,Single Proprietorship,04-Jun-2018,Platinum,Active,09-Mar-2020,12-Mar-2021,201806964991156773917
67,C GAS FILLING STATION,Single Proprietorship,13-Nov-2018,Platinum,Active,09-Mar-2020,09-Mar-2021,20181168056150992098
68,BUILT N SUPPLY ENTERPRISES,Single Proprietorship,27-Mar-2009,Platinum,Active,29-Jan-2020,29-Jan-2021,20090325766198508093
69,JAG HARDWARE & GENERAL MERCHANDISE,Single Proprietorship,05-Mar-2010,Platinum,Active,11-Mar-2020,11-Mar-2021,20100332617240539638
70,GANIE CONSTRUCTION,Single Proprietorship,26-Jan-2018,Platinum,Active,16-Mar-2020,16-Mar-2021,2018011179551307991335
71,"INSTATECH, INC",Corporation,04-Feb-2004,Platinum,Active,15-Mar-2020,15-Mar-2021,20040225621524250448
72,PACIFIC GLOBAL ONE AVIATION COMPANY INC.,Corporation,20-Sep-2017,Platinum,Active,14-May-2020,14-May-2021,2017091381351680556495
73,BAGATAWO BUILDERS,Single Proprietorship,11-May-2014,Platinum,Active,10-Mar-2020,11-Mar-2021,201405101333782731428
74,EGJL CONSTRUCTION SUPPLIES TRADING,Single Proprietorship,15-Jul-2019,Platinum,Active,09-Mar-2020,09-Mar-2021,20190733059582973171
75,FIVE 2 SEVEN ENTERTAINMENT PRODUCTION,Single Proprietorship,16-Jul-2012,Platinum,Active,09-Mar-2020,09-Mar-2021,20120755953327497729
76,PICSIX LTD.,Foreign Company Organization,23-Jan-2020,Platinum,Active,12-May-2020,12-May-2021,20200111611598821667
77,MCT ENTERPRISES,Single Proprietorship,28-Dec-2017,Platinum,Active,10-Mar-2020,10-Mar-2021,201712122565479337624
78,GLORSO MEDICA,Single Proprietorship,30-Aug-2006,Platinum,Active,09-Mar-2020,12-Mar-2021,20060810977367323063
79,LJ CATERING SERVICES,Single Proprietorship,28-Dec-2017,Platinum,Active,10-Mar-2020,10-Mar-2021,201712122567739261376
80,METROWASTE SOLIDWASTE MANAGEMENT CORP.,Corporation,13-Dec-2005,Platinum,Active,06-Mar-2020,15-Mar-2021,2005128996656278270
81,EJE INDUSTRIAL BUILDERS AND DEVELOPERS,Single Proprietorship,30-Jul-2009,Platinum,Active,09-Mar-2020,09-Mar-2021,200907279221212996562
82,D.K. JOCSON CONSTRUCTION - TALISAY CITY,Single Proprietorship,19-Mar-2005,Platinum,Active,09-Mar-2020,13-Mar-2021,20050369171051910340
83,DAVAO EXCEL VENTURES CORP.,Corporation,04-Jun-2004,Platinum,Active,04-May-2020,04-May-2021,2004064120391091898
84,DELGADO SHELL SERVICE STATION,Single Proprietorship,23-Jul-2007,Platinum,Active,22-Apr-2020,22-Apr-2021,200707153051423824419
85,HSH AUTO REBUILDERS,Single Proprietorship,02-Apr-2012,Platinum,Active,05-Mar-2020,25-Mar-2021,201204512872141259900
86,ADAMAS INTERNATIONAL TRADING,Single Proprietorship,26-Oct-2001,Platinum,Active,10-Jun-2020,10-Jun-2021,200110222296359406
87,"THEOS MARKETING AND DISTRIBUTORSHIP, INC.",Corporation,16-Feb-2011,Platinum,Active,09-Mar-2020,09-Mar-2021,201102386351271797209
88,WT888 TRADING,Single Proprietorship,22-Jan-2019,Platinum,Active,06-Mar-2020,06-Mar-2021,201901588731270211865
89,AMKA TRADING,Single Proprietorship,09-Sep-2004,Platinum,Active,11-Mar-2020,04-Apr-2021,2004095098707948999
90,KUDZ TRADING & CONSTRUCTION SUPPLY,Single Proprietorship,29-Jan-2008,Platinum,Active,09-Mar-2020,12-Mar-2021,200801184731713897119
91,"H.A.S. TRAVEL, INC.",Corporation,29-Jul-2019,Platinum,Active,09-Mar-2020,09-Mar-2021,201907308261454395989
92,OTCER TRADING,Single Proprietorship,09-Aug-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,2017081463891136237107
93,NESJOE ENTERPRISES,Single Proprietorship,22-Feb-2012,Platinum,Active,09-Mar-2020,09-Mar-2021,201202489971316758701
94,KING'S REF. AIRCON ENTERPRISES,Single Proprietorship,25-Feb-2009,Platinum,Active,06-Mar-2020,06-Mar-2021,20090225050145525768
95,GAF TRADING & CONSTRUCTION,Single Proprietorship,11-Jun-2008,Platinum,Active,09-Mar-2020,11-Mar-2021,20080635996638228889
96,QA DIAGNOSTIC LABORATORY,Single Proprietorship,06-Feb-2018,Platinum,Active,09-Mar-2020,16-Apr-2021,2018021168501412532994
97,HEI-LEX CONSTRUCTION AND TRADING,Single Proprietorship,25-Jan-2019,Platinum,Active,09-Mar-2020,09-Mar-2021,201901583471360185812
98,MICROSYS ENTERPRISES,Single Proprietorship,15-Mar-2013,Platinum,Active,10-Mar-2020,10-Mar-2021,2013036838311913243
99,TQM PHARMACY,Single Proprietorship,10-Jun-2010,Platinum,Active,25-Mar-2020,25-Mar-2021,201006340281640395602
100,ADROIT CONSTRUCTION,Single Proprietorship,28-Jan-2004,Platinum,Active,09-Mar-2020,12-Mar-2021,20040124621617894136
101,ADK AUTO CENTER,Single Proprietorship,27-Sep-2017,Platinum,Active,06-Mar-2020,06-Mar-2021,201709137150506130862
102,"XEPTO COMPUTING, INC.",Corporation,11-Jun-2009,Platinum,Active,09-Mar-2020,09-Mar-2021,200906516112117652929
103,POWERTRAC INCORPORATED,Corporation,05-Jul-2012,Platinum,Active,06-Mar-2020,19-Mar-2021,20120755443305580866
104,JT MAX POWER EQUIPMENT CORPORATION,Corporation,23-Mar-2011,Platinum,Active,14-Mar-2020,15-Mar-2021,201103397582101786489
105,"YCC ENTERPRISE, OPC",Corporation,14-Feb-2020,Platinum,Active,10-Mar-2020,10-Mar-2021,202002210803269220461
106,OXIAIRE GAS ENTERPRISES,Single Proprietorship,04-Aug-2016,Platinum,Active,14-Mar-2020,14-Mar-2021,201608180176443226965
107,SR5 TRADING,Single Proprietorship,22-Aug-2008,Platinum,Active,16-Mar-2020,16-Mar-2021,20080822063750758481
108,CRAMFEA TRADING,Single Proprietorship,26-May-2014,Platinum,Active,18-Mar-2020,18-Mar-2021,2014051030051490850793
109,GREAT J CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,09-Jul-2012,Platinum,Active,11-Mar-2020,11-Mar-2021,20120755556468062153
110,CREATIVE MIND BOOKS CENTER,Single Proprietorship,12-Jan-2006,Platinum,Active,09-Mar-2020,04-Apr-2021,20060191432139476521
111,"A.M. RAMOS TRADING, INC.",Corporation,19-Feb-2014,Platinum,Active,10-Mar-2020,27-Mar-2021,20140294416947220876
112,ALMIGHTY MEDICAL SUPPLY,Single Proprietorship,17-Jan-2011,Platinum,Active,06-Mar-2020,06-Mar-2021,20110137683680999345
113,GRAPIKOM WEB DESIGN SERVICES,Single Proprietorship,09-Jun-2014,Platinum,Active,09-Mar-2020,15-Mar-2021,20140610458612014838
114,GREAT PILLARS CONSTRUCTION &AMP; TRADING PHIL. CORP.,Corporation,01-Jun-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,201706159649353631720
115,NEW CENTURY BOOKS & GEN. MDSE.,Single Proprietorship,08-Nov-2004,Platinum,Active,06-Mar-2020,17-Apr-2021,2004115596859016940
116,RHICE TRADING,Single Proprietorship,25-Sep-2019,Platinum,Active,06-Mar-2020,06-Mar-2021,201909192901980000286
117,"ARIS PRINTHAUS, INC.",Corporation,19-Feb-2014,Platinum,Active,10-Mar-2020,10-Mar-2021,20140294414204839859
118,JEP CONSTRUCTION,Single Proprietorship,26-Aug-2011,Platinum,Active,09-Mar-2020,15-Mar-2021,201108435641110547328
119,"ART ANGEL PRINTSHOP COMMERCIAL QUESTS, INC.",Corporation,08-Aug-2013,Platinum,Active,10-Mar-2020,04-Apr-2021,20130879078598446496
120,"RADIO1 SOLUTIONS, INC.",Corporation,05-May-2009,Platinum,Active,03-Jun-2020,03-Jun-2021,200905263881287983019
121,SERODIAGNOSTIC TRADING,Single Proprietorship,17-May-2002,Platinum,Active,09-Mar-2020,03-Apr-2021,2002057681992849621
122,W AND F ENTERPRISES AND GENERAL CONTRACTOR CO.,Partnership,14-Feb-2019,Platinum,Active,09-Mar-2020,09-Mar-2021,201902551731905962933
123,"B-Y & SONS TRADING, INC.",Corporation,16-Nov-2007,Platinum,Active,10-Mar-2020,12-Mar-2021,200711175401994458153
124,AMEDIQO PHILS. INC.,Corporation,24-Oct-2013,Platinum,Active,09-Mar-2020,15-Mar-2021,20131085733466772262
125,SORSOGON TODAY,Single Proprietorship,20-Feb-2008,Platinum,Active,06-Mar-2020,10-Apr-2021,20080218963289068086
126,ELECTRO GROUP INC,Corporation,17-Nov-2009,Platinum,Active,10-Mar-2020,27-Mar-2021,20091191771893094915
127,PHILEXPORT REGION XII CHAPTER INC.,Corporation,09-Aug-2019,Platinum,Active,18-Mar-2020,18-Mar-2021,201908283752051607505
128,SMP MOVING BILLBOARDS ADVERTISING,Single Proprietorship,13-Jun-2012,Platinum,Active,10-Mar-2020,10-Mar-2021,201206542851828267254
129,"TRI-LINK BUILDERS & MARKETING, INC.",Corporation,09-Mar-2007,Platinum,Active,09-Mar-2020,09-Mar-2021,200703130871939420577
130,"NEXUS TECHNOLOGIES, INC",Corporation,13-Nov-2001,Platinum,Active,10-Mar-2020,10-Mar-2021,200111910031423122508
131,PROBUILDS & WORKS CONSTRUCTION CORPORATION,Corporation,28-Jan-2019,Platinum,Active,15-Jun-2020,15-Jun-2021,20190158204479068306
132,"GOLDEN FORT SECURITY AND INVESTIGATION PROVIDERS, INC.",Corporation,12-Sep-2008,Platinum,Active,18-Mar-2020,18-Mar-2021,200809224021347194503
133,DAIZ PRINTING PRESS,Single Proprietorship,26-Jan-2015,Platinum,Active,06-Mar-2020,06-Mar-2021,2015011244671057754112
134,ABCC SALES & SERVICES,Single Proprietorship,08-Jan-2009,Platinum,Active,14-Mar-2020,22-Mar-2021,20090124017526694183
135,"WEBCAST TECHNOLOGIES, INC.",Corporation,02-Feb-2009,Platinum,Active,16-Mar-2020,19-Mar-2021,200902244681291525577
136,COSEDA SECURITY SERVICES,Single Proprietorship,16-Nov-2011,Platinum,Deactivated,04-May-2020,04-May-2021,201111454991478378285
137,AG DATACOM PHILS INC.,Corporation,17-Oct-2005,Platinum,Active,16-Mar-2020,27-Apr-2021,2005108588893850537
138,N.M.E. CONSTRUCTION,Single Proprietorship,28-May-2007,Platinum,Active,06-Mar-2020,09-Mar-2021,200705138931736379491
139,JCMAPLE TRADING,Single Proprietorship,18-Feb-2019,Platinum,Active,09-Mar-2020,09-Mar-2021,2019025480721862987
140,NANCIO FARM LIVE STOCK TRADING,Single Proprietorship,20-Aug-2016,Platinum,Active,09-Mar-2020,09-Mar-2021,201608182257759585584
141,STA. BARBARA PRINTSHOP & GENERAL MERCHANDISE,Single Proprietorship,19-Apr-2006,Platinum,Active,10-Mar-2020,29-Mar-2021,2006049972277099950
142,"AK ANNE'S KITCHEN FOOD,INC.",Corporation,04-Dec-2014,Platinum,Active,16-Mar-2020,16-Mar-2021,201412121613633287096
143,F.F. DIAZ III CONSTRUCTION,Single Proprietorship,02-Mar-2011,Platinum,Active,09-Mar-2020,09-Mar-2021,201103391051242130026
144,GINGOOG TARGET COMMERCIAL,Single Proprietorship,21-Jan-2010,Platinum,Active,09-Mar-2020,09-Mar-2021,20100130535970186362
145,ENVIRO GUARD TRADING,Single Proprietorship,11-Feb-2004,Platinum,Active,09-Mar-2020,13-Mar-2021,20040227221679743688
146,EAC PHARMACEUTICAL,Single Proprietorship,17-Apr-2017,Platinum,Active,11-Mar-2020,11-Mar-2021,2017041671831615901614
147,ALLEN TRADING,Single Proprietorship,12-Nov-2012,Platinum,Active,09-Mar-2020,09-Mar-2021,201211617801238182963
148,"NIECER TRADING AND BUILDER COMPANY INC. FORMERLY : NIECERTRADING COMPANY, INC.",Corporation,02-Oct-2007,Platinum,Active,28-May-2020,28-May-2021,200710167621724673748
149,TROPILAND ENTERPRISES,Single Proprietorship,26-Aug-2014,Platinum,Active,06-Mar-2020,07-Mar-2021,201408112025815738803
150,"NEW FS COOL AIRE INDUSTRIES, INC.",Corporation,09-Nov-2001,Platinum,Active,09-Mar-2020,18-Mar-2021,2001112361716259990
151,A&D GENERAL MERCHANDISE,Single Proprietorship,14-Jun-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,201706157380442755495
152,MODULUS CONSTRUCTION,Single Proprietorship,24-Feb-2020,Platinum,Active,16-Mar-2020,16-Mar-2021,202002211758641214434
153,TERP ASIA CONSTRUCTION CORPORATION,Corporation,07-May-2002,Platinum,Active,09-Mar-2020,09-Mar-2021,200205134631153582534
154,NIHIMITSU PARTS & INDUSTRIAL SALES,Single Proprietorship,01-Apr-2004,Platinum,Active,18-May-2020,18-May-2021,2004043629412889331
155,DELTA DORE INC.,Corporation,11-Jul-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,2017071520802140956445
156,EJA AGRITECH CORPORATION,Corporation,16-Aug-2016,Platinum,Active,10-Mar-2020,10-Mar-2021,201608181764653971754
157,SENIOR CITIZENS MARKETING COOPERATIVE OF TANAUAN CITY,Cooperative,24-Nov-2015,Platinum,Active,10-Mar-2020,10-Mar-2021,2015111549381688621676
158,ALJERON MEDICAL ENTERPRISES,Single Proprietorship,26-Feb-2008,Platinum,Active,06-Mar-2020,06-Mar-2021,20080219083471152098
159,EMMANUEL PHARMACY,Single Proprietorship,02-Aug-2019,Platinum,Active,06-Mar-2020,06-Mar-2021,201908297211496808108
160,MMPI CORP.,Corporation,08-Jul-2017,Platinum,Active,11-Mar-2020,26-Mar-2021,2017071523811329557437
161,PLUS-TECH ENTERPRISE,Single Proprietorship,29-Mar-2017,Platinum,Active,09-Mar-2020,09-Mar-2021,201703170423212514249
162,PILIPINAS REALTY MANAGEMENT CORPORATION,Corporation,20-Oct-2011,Platinum,Active,15-Apr-2020,15-Apr-2021,201110449031035973479
163,DIAMOND KIM ENTERPRISES,Single Proprietorship,22-Feb-2010,Platinum,Active,09-Mar-2020,18-Mar-2021,201002322741124584114
164,MARINOLD GRILL CO.,Partnership,04-Jun-2010,Platinum,Active,10-Mar-2020,10-Mar-2021,20100633921929433546
165,JANNCARE PHARMACEUTICAL,Single Proprietorship,24-Nov-2016,Platinum,Active,09-Mar-2020,09-Mar-2021,201611192235254598666
166,QRDS GENERAL MERCHANDISE,Single Proprietorship,16-Sep-2014,Platinum,Active,09-Mar-2020,09-Mar-2021,2014091141331130003829
167,"YTF MANUFACTURING, INC.",Corporation,09-Dec-2002,Platinum,Active,09-Mar-2020,09-Mar-2021,20021212771598193810
168,HIMEX CORPORATION,Corporation,20-Jul-2001,Platinum,Active,18-Mar-2020,19-Mar-2021,2001071031006244890
169,NEW JJWEG BUILDERS AND SUPPLY CORPORATION,Corporation,18-Dec-2018,Platinum,Active,09-Mar-2020,09-Mar-2021,20181262453796417551
170,TRIPLE P PRINTING PRESS,Single Proprietorship,07-Jul-2014,Platinum,Active,10-Mar-2020,10-Mar-2021,2014071072961894679690
171,"HESED PUBLISHING, INC.",Corporation,22-Aug-2019,Platinum,Active,10-Mar-2020,10-Mar-2021,20190826201197541271
172,KOOL ADVENTURE CAMP INC.,Corporation,16-Dec-2016,Platinum,Active,25-Jun-2020,25-Jun-2021,2016121897301130699242
173,3R SERGIE HARDWARE,Single Proprietorship,17-Feb-2020,Platinum,Active,11-Mar-2020,11-Mar-2021,2020022108581294120168
174,MAMBURAO TRADING,Single Proprietorship,17-Nov-2006,Platinum,Active,09-Mar-2020,18-Mar-2021,200611117451113489053
175,IMARIS MARINE ENTERPRISES,Single Proprietorship,20-Aug-2018,Platinum,Active,06-Mar-2020,06-Mar-2021,20180883149831667632
176,NMGRESOURCES INC,Corporation,22-Nov-2013,Platinum,Active,06-Mar-2020,06-Mar-2021,201311878031882628075
177,ADVANTAGE + IN CONSTRUCTION AND SUPPLIES,Single Proprietorship,03-Mar-2010,Platinum,Active,09-Mar-2020,26-Mar-2021,201003324871357456658
178,RAMROD SUPERMARKET INCORPORATED,Corporation,13-Sep-2019,Platinum,Active,10-Mar-2020,10-Mar-2021,20190921531139925957
179,E.M.C. TIRE CENTER,Single Proprietorship,16-Jun-2014,Platinum,Active,11-Mar-2020,11-Mar-2021,201406105160798907990
180,"CITI PHARMA CO., LTD.",Partnership,13-Sep-2013,Platinum,Active,09-Mar-2020,09-Mar-2021,20130982123627683866
181,AE BELLEZA BUILDERS,Single Proprietorship,19-Jul-2005,Platinum,Active,09-Mar-2020,13-Mar-2021,20050746589777417241
182,POLO ENGINEERING AND CONSTRUCTION,Single Proprietorship,31-Jan-2011,Platinum,Active,09-Mar-2020,15-Mar-2021,201101380891425962178
183,PCSI POWER & CONTROLS SPECIALIST INC.,Corporation,25-Mar-2015,Platinum,Active,10-Mar-2020,15-Mar-2021,201503131375385593663
184,WERTOGO TRAVEL AND TOUR SERVICES,Single Proprietorship,03-Sep-2019,Platinum,Active,10-Mar-2020,10-Mar-2021,201909237491562123384
185,CEBRIAN GEOKONSULT AND SERVICES,Single Proprietorship,09-Dec-2015,Platinum,Active,09-Mar-2020,09-Mar-2021,2015121564671011965260
186,RDZ TRADING,Single Proprietorship,02-Mar-2010,Platinum,Active,06-Mar-2020,13-Mar-2021,20100332474295501094
187,CAREX PETROLEUM TRADING INC,Corporation,04-Feb-2020,Platinum,Active,09-Mar-2020,09-Mar-2021,202002209562725059741
188,NEW PEOPLE'S HARDWARE,Single Proprietorship,21-Jan-2010,Platinum,Active,09-Mar-2020,09-Mar-2021,201001305331694116797
189,LANREB TRADING,Single Proprietorship,10-Jan-2011,Platinum,Active,06-Mar-2020,13-Mar-2021,201101375572033088015
190,JEFFERSONIC TRADING,Single Proprietorship,23-Mar-2009,Platinum,Active,06-Mar-2020,13-Mar-2021,200903256461063638091
