,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
51,DBPSC SECURITY SERVICE INCORPORATED,Corporation,29-Mar-2011,Platinum,Active,09-Jul-2020,09-Jul-2021,201103399851260348221
52,VB ENTERPRISES,Single Proprietorship,16-Jul-2015,Platinum,Active,14-Jul-2020,14-Jul-2021,2015071422071811494923
53,"SAVEWISE COMPUTER & PRINT CENTER, INC.",Corporation,22-Mar-2014,Platinum,Active,17-Jul-2020,17-Jul-2021,201403976701746690267
54,MIASTAR GENERAL MERCHANDISE,Single Proprietorship,19-Jan-2016,Platinum,Active,07-Jul-2020,07-Jul-2021,201601159118558306652
55,APMI TRADING,Single Proprietorship,24-Sep-2018,Platinum,Active,10-Jul-2020,10-Jul-2021,20180976529805012630
56,LOURDRHEY INDUSTRIAL SUPPLY,Single Proprietorship,14-May-2013,Platinum,Active,07-Jul-2020,07-Jul-2021,20130571547340310864
57,LDA AGRI MARKETING,Single Proprietorship,14-Feb-2017,Platinum,Active,10-Jul-2020,10-Jul-2021,201702179951988672159
58,LICSAL GASOLINE STATION,Single Proprietorship,11-May-2018,Platinum,Active,20-Jul-2020,20-Jul-2021,2018051001431373667478
59,BGF FIRE AND SECURITY EQUIPMENT,Partnership,05-Nov-2019,Platinum,Active,15-Jul-2020,15-Jul-2021,2019111201320042256
60,RODENSTOCK MANUFACTURING CORP.,Corporation,26-Dec-2002,Platinum,Active,28-Jul-2020,16-Aug-2021,200212134611012613290
61,FRONTMOVERS LOGISTICS COMPANY,Partnership,05-Oct-2018,Platinum,Active,07-Jul-2020,07-Jul-2021,201810746651194988210
62,ALLEYWAY CONSTRUCTION,Single Proprietorship,13-Feb-2007,Platinum,Active,13-Jul-2020,13-Jul-2021,20070212625591719906
63,DIGITTEECHS TRADING AND PRINTING SERVICES,Single Proprietorship,23-Sep-2014,Platinum,Active,15-Jul-2020,15-Jul-2021,2014091148241186451109
64,SINGEL BUILDERS INC.,Corporation,15-Apr-2019,Platinum,Active,09-Jul-2020,09-Jul-2021,20190446059530591184
65,RFG MEDICAL PHARMACEUTICAL PRODUCTS AND EQUIPMENT,Single Proprietorship,12-Jul-2016,Platinum,Active,07-Jul-2020,15-Jul-2021,2016071771071996746553
66,ERSAN CONSTRUCTION,Single Proprietorship,07-Aug-2007,Platinum,Active,07-Jul-2020,07-Jul-2021,2007081567965719228
67,GRV MARKETING,Single Proprietorship,12-Mar-2015,Platinum,Active,17-Jul-2020,17-Jul-2021,201503129830922832876
68,ESKINA NI DAYANG EATERY,Single Proprietorship,29-May-2014,Platinum,Active,14-Jul-2020,14-Jul-2021,2014051034031079672348
69,MC NEW SOCIETY MARKETING,Single Proprietorship,25-Mar-2009,Platinum,Active,13-Jul-2020,27-Aug-2021,200903257082092187623
70,BBCS DATA SYSTEMS,Single Proprietorship,23-Jan-2004,Platinum,Active,09-Jul-2020,30-Jul-2021,20040124051715830319
71,TOSHA GENERAL MERCHANDISE,Single Proprietorship,04-Feb-2013,Platinum,Active,14-Jul-2020,14-Jul-2021,20130265343516353400
72,BERDS CONSTRUCTION,Single Proprietorship,20-Feb-2007,Platinum,Active,07-Jul-2020,07-Jul-2021,20070212741812803415
73,R.D. MANDANAS CONSTRUCTION,Single Proprietorship,08-Nov-2004,Platinum,Active,09-Jul-2020,17-Jul-2021,2004111565431349008024
74,ZAMBOANGA VJ MARKETING,Single Proprietorship,16-Jan-2012,Platinum,Active,09-Jul-2020,09-Jul-2021,201201469261804703144
75,J22M CONSTRUCTION SERVICES,Single Proprietorship,29-Jun-2020,Platinum,Active,13-Jul-2020,13-Jul-2021,2020062194361642743945
76,LAZER SUPERIOR INSTRUMENTS INC.,Corporation,30-Apr-2013,Platinum,Active,13-Jul-2020,13-Jul-2021,201304709031835542867
77,ALLAN-JUSTINE GENERAL MERCHANDISE,Single Proprietorship,28-Jun-2011,Platinum,Active,09-Jul-2020,09-Jul-2021,201106420231582974146
78,SONEST TRADING AND ENGINEERING SERVICES,Single Proprietorship,19-Aug-2014,Platinum,Active,07-Jul-2020,07-Jul-2021,201408111632723833262
79,GLAB CONSTRUCTION,Single Proprietorship,08-Jan-2020,Platinum,Active,07-Jul-2020,07-Jul-2021,2020013332892775394
80,ROYAL PALMS PLANTATION,Single Proprietorship,07-May-2018,Platinum,Active,10-Aug-2020,10-Aug-2021,201805100967468830030
81,ENLIVEN CONSTRUCTION AND ENTERPRISES,Single Proprietorship,12-Aug-2009,Platinum,Active,13-Jul-2020,15-Jul-2021,200908281011829476355
82,DJMV MANAGEMENT CONSULTANCY,Single Proprietorship,07-Feb-2012,Platinum,Active,07-Jul-2020,11-Jul-2021,201202481672111438660
83,MANNA HARDWARE,Single Proprietorship,09-Jul-2012,Platinum,Active,07-Jul-2020,07-Jul-2021,201207554812108339268
84,"CHECKTRADE PHARMA, INC.",Corporation,13-Jul-2012,Platinum,Active,07-Jul-2020,17-Jul-2021,201207559231537991753
85,VNC GASOLINE STATION,Single Proprietorship,08-Sep-2016,Platinum,Active,10-Jul-2020,10-Jul-2021,201609184581354248843
86,PRECISION HYDRAULICS SUPPLY,Single Proprietorship,08-Sep-2010,Platinum,Active,10-Jul-2020,10-Jul-2021,201009357681266781181
87,DYTEBAN HARDWARE AND AUTO SUPPLY,Corporation,09-May-2007,Platinum,Active,10-Jul-2020,10-Jul-2021,200705136571479709327
88,MICROBIZ ONE INC.,Corporation,27-Apr-2011,Platinum,Active,10-Jul-2020,10-Jul-2021,201104407001696179267
89,EFREN RAMIREZ CONSTRUCTION AND GENERAL SERVICES CORPORATION,Corporation,14-May-2019,Platinum,Active,14-Jul-2020,14-Jul-2021,20190542872728684701
90,NEGROS C.T. AUTO SUPPLY,Single Proprietorship,03-Apr-2008,Platinum,Active,10-Jul-2020,10-Jul-2021,200804198121796062953
91,R. KING'S GENERAL MERCHANDISE,Single Proprietorship,21-Apr-2009,Platinum,Active,13-Jul-2020,13-Jul-2021,200904261481361227344
92,NORTHLANDIA ENTERPRISES,Single Proprietorship,28-May-2005,Platinum,Active,10-Jul-2020,10-Jul-2021,2005057441936487489
93,IEXTERMINATE CORPORATION,Corporation,28-Feb-2013,Platinum,Active,07-Jul-2020,07-Jul-2021,20130267004754992947
94,FLAG CONSTRUCTION CORPORATION,Corporation,19-Sep-2006,Platinum,Active,14-Jul-2020,02-Aug-2021,2006091118322186407
95,MG SIBUYAN ISLAND GENERAL MERCHANDISE,Single Proprietorship,28-May-2009,Platinum,Active,10-Jul-2020,10-Jul-2021,20090526839287925731
96,"DMG LOGISTICS SUPPORT AND SOLUTIONS, INC.",Corporation,29-May-2018,Platinum,Active,13-Jul-2020,13-Jul-2021,201805977012139499542
97,"SUPER K MARKETING, INC.",Corporation,16-Jul-2016,Platinum,Active,10-Jul-2020,10-Jul-2021,20160717769588497155
98,MRBAY CONSTRUCTION,Single Proprietorship,30-Jun-2020,Platinum,Active,03-Aug-2020,03-Aug-2021,2020062196621738091214
99,"LASH UP GRAPHIC ART, PRINT AND SOUVENIR SHOP",Single Proprietorship,30-Oct-2016,Platinum,Active,10-Jul-2020,10-Jul-2021,201610190673452395315
100,NWAW ENTERPRISES,Single Proprietorship,23-May-2019,Platinum,Active,09-Jul-2020,19-Jul-2021,201905415221334378478
101,RH FLYING V GASOLINE STATION,Single Proprietorship,02-Mar-2011,Platinum,Active,09-Jul-2020,09-Jul-2021,201103390951366831061
102,NRU BUILDERS AND CONSTRUCTION SUPPLIES,Single Proprietorship,19-Nov-2009,Platinum,Active,14-Jul-2020,14-Jul-2021,20091129712272484733
103,NEANS PHARMACY,Single Proprietorship,17-Mar-2009,Platinum,Active,09-Jul-2020,13-Jul-2021,20090325480905485155
104,EVERLYSE OFFICE SUPPLIES TRADING,Single Proprietorship,06-Feb-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,2018021170421455230539
105,NIC BIOMEDICAL ELECTRONICS SERVICES,Single Proprietorship,09-Sep-2015,Platinum,Active,13-Jul-2020,13-Jul-2021,201509147673687021428
106,ICEE ENTERPRISES,Single Proprietorship,08-Jun-2014,Platinum,Active,07-Jul-2020,07-Jul-2021,2014061042271812121818
107,WYZWATCH CCTV AND ELECTRICAL INSTALLATION,Single Proprietorship,20-Aug-2018,Platinum,Active,07-Jul-2020,07-Jul-2021,201808828601218490402
108,DIAMOND CARE ENTERPRISE,Single Proprietorship,08-Nov-2006,Platinum,Active,07-Jul-2020,07-Jul-2021,200611116372052772010
109,PANAAD CONSTRUCTION,Single Proprietorship,03-Jul-2014,Platinum,Active,07-Jul-2020,23-Jul-2021,2014071068771534494954
110,MGCP STEELWORKS & ALLIED SERVICES,Single Proprietorship,17-Apr-2015,Platinum,Active,10-Jul-2020,10-Jul-2021,201504133314263956625
111,PALAWAN DA MULTI-PURPOSE COOPERATIVE,Cooperative,13-Oct-2010,Platinum,Active,10-Jul-2020,10-Jul-2021,201010363961900592372
112,LOREVER ENTERPRISES,Single Proprietorship,06-Sep-2017,Platinum,Active,07-Jul-2020,07-Jul-2021,201709141280226443558
113,JADZEN TRADING,Single Proprietorship,16-Jan-2017,Platinum,Active,10-Jul-2020,25-Jul-2021,2017011855831978099354
114,CARLOS CONSTRUCTION,Single Proprietorship,02-Jul-2020,Platinum,Active,28-Jul-2020,28-Jul-2021,2020072198741937041967
115,ADEA TRADING,Single Proprietorship,06-Jun-2019,Platinum,Active,13-Jul-2020,13-Jul-2021,20190639430528792626
116,ELTRA ELECTRIC POWER CONTROL SYSTEM,Single Proprietorship,24-Apr-2014,Platinum,Active,10-Jul-2020,10-Jul-2021,201404100353233183625
117,FARM ENTERPRISES,Single Proprietorship,30-Jun-2020,Platinum,Active,10-Jul-2020,10-Jul-2021,202006219652586963411
118,RASIMA ENTERPRISES,Single Proprietorship,08-Jun-2014,Platinum,Active,07-Jul-2020,07-Jul-2021,2014061043621255924769
119,MEDIASYS CORPORATION,Corporation,28-Apr-2008,Platinum,Active,10-Jul-2020,10-Jul-2021,200804201901585540784
120,JOLLYMED ENTERPRISES,Single Proprietorship,13-May-2008,Platinum,Active,07-Jul-2020,27-Jul-2021,20080520466912436249
121,A.V. LAYNES TRADING AND CONSTRUCTION,Single Proprietorship,14-Dec-2007,Platinum,Active,09-Jul-2020,16-Jul-2021,200712180031973861890
122,ADAS ENTERPRISE,Single Proprietorship,04-May-2016,Platinum,Active,13-Jul-2020,13-Jul-2021,201605170240670511041
123,EYLAK TRADING,Single Proprietorship,06-Jul-2015,Platinum,Active,07-Jul-2020,07-Jul-2021,2015071408631277313634
124,CASTLEROCK ASPHALT CORPORATION,Corporation,25-May-2009,Platinum,Active,09-Jul-2020,09-Jul-2021,200905267241126582948
125,AIR & ODOR MANAGEMENT PHILS. INC.,Corporation,19-Oct-2012,Platinum,Active,14-Jul-2020,14-Jul-2021,201210130181731740153
126,DINANSON COMPANY,Partnership,25-Feb-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,2017021774061855031650
127,"HUMAN CAPITAL ASIA, INC.",Corporation,04-Jul-2008,Platinum,Active,07-Jul-2020,16-Jul-2021,20080721347548174603
128,GEORAVIN CONSTRUCTION & SUPPLIES,Single Proprietorship,10-Nov-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,2015111537811913913451
129,JANIRO ENTERPRISES,Single Proprietorship,02-Nov-2016,Platinum,Active,07-Jul-2020,07-Jul-2021,201611191322495810042
130,"MIG SYSTEMS, INCORPORATED",Corporation,30-Jul-2004,Platinum,Active,07-Jul-2020,24-Jul-2021,20040746922055506134
131,POWER MAX ENTERPRISES,Single Proprietorship,25-Jul-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016071784121844441853
132,DIOLAZO PRINTING PRESS AND GENERAL MERCHANDISE CORP.,Corporation,17-Feb-2004,Platinum,Active,07-Jul-2020,07-Jul-2021,20040228601976638471
133,EVERLUXE FOAM CORP,Corporation,19-Aug-2015,Platinum,Active,07-Jul-2020,07-Jul-2021,201508145792637866326
134,"GOLDEN BAT ( FAR EAST ), INC.",Corporation,11-May-2001,Platinum,Active,07-Jul-2020,07-Jul-2021,200105351350607599
135,WINEGARD MARKETING,Single Proprietorship,12-Aug-2013,Platinum,Active,09-Jul-2020,09-Jul-2021,20130879119177614132
136,ABETSKY ENTERPRISES,Single Proprietorship,25-Apr-2018,Platinum,Active,07-Jul-2020,07-Jul-2021,2018041026611241879500
137,CHRISTIAN STEPHEN GARMENTS,Single Proprietorship,03-Feb-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201402926421089260452
138,METRIC INDUSTRIAL SUPPLY & ENGINEERING SERVICES,Single Proprietorship,28-Nov-2007,Platinum,Active,09-Jul-2020,09-Jul-2021,200711177791720334850
139,CAMPROCK ANALYTIKA EZZENTIALEZ TRADING,Single Proprietorship,15-Sep-2015,Platinum,Active,10-Jul-2020,30-Jul-2021,201509148475690892977
140,ERNEST PRINTING CORPORATION,Corporation,03-Sep-2001,Platinum,Active,09-Jul-2020,09-Jul-2021,200109151155702063
141,ALPHATEC CHEMICAL CORP.,Corporation,15-Aug-2005,Platinum,Active,10-Jul-2020,24-Jul-2021,20050880261593091169
142,NTT DATA BUSINESS SOLUTIONS AUSTRALIA PTY. LTD,Foreign Company Organization,29-Jun-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,2020062195311896808984
143,BSQUARED ENTERPRISES,Single Proprietorship,22-Oct-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,201610190027457065621
144,JHELICHEM INDUSTRIAL SALES,Single Proprietorship,12-Feb-2004,Platinum,Active,13-Jul-2020,13-Aug-2021,200402277821227585
145,"ONE CLEAR VANTAGE ENTERPRISES, INC",Corporation,11-Sep-2015,Platinum,Active,13-Jul-2020,13-Jul-2021,2015091479921185154112
146,BM'S BALBACUA CARENDERIA,Single Proprietorship,31-May-2012,Platinum,Active,09-Jul-2020,09-Jul-2021,201205536361109158888
147,L AND E CACA GENERAL CONSTRUCTION,Single Proprietorship,29-Sep-2017,Platinum,Active,14-Jul-2020,14-Jul-2021,2017091363431677861936
148,619 BUILDERS CONSTRUCTION CORPORATION,Corporation,07-Jun-2016,Platinum,Active,03-Aug-2020,03-Aug-2021,2016061734051802671936
149,SAFEWASTE INC.,Corporation,21-May-2012,Platinum,Active,10-Jul-2020,10-Jul-2021,201205531741901927992
150,MACROLOGIC DIVERSIFIED TECHNOLOGIES INC.,Corporation,18-Dec-2007,Platinum,Active,20-Jul-2020,20-Jul-2021,200712180191309510525
151,MATT GLASS/ALUMINUM/CONSTRUCTION SUPPLY AND ALLIED SERVICES,Single Proprietorship,11-Feb-2011,Platinum,Active,13-Jul-2020,13-Jul-2021,201102385031609995139
152,BAHAY KUBO RESTAURANT AND CATERING SERVICES,Single Proprietorship,23-Aug-2016,Platinum,Active,07-Jul-2020,07-Jul-2021,2016081825671694734253
153,ATON MARKETING,Single Proprietorship,19-Jun-2014,Platinum,Active,07-Jul-2020,16-Jul-2021,201406105477553098969
154,IDEAS TRADING,Single Proprietorship,07-Mar-2019,Platinum,Active,29-Jul-2020,29-Jul-2021,20190351781419624629
155,STEVE COMMERCIAL CENTER,Single Proprietorship,20-Jun-2006,Platinum,Active,07-Jul-2020,07-Jul-2021,20060610394761872386
156,TALISAY GREEN PLANT NURSERY,Single Proprietorship,16-Jun-2009,Platinum,Active,07-Jul-2020,30-Jul-2021,200906271721479074001
157,ENC ENTERPRISES,Single Proprietorship,24-Jan-2005,Platinum,Active,07-Jul-2020,07-Jul-2021,20050161751952199697
158,LUCKY ROSE TRADING,Single Proprietorship,02-Mar-2009,Platinum,Active,09-Jul-2020,09-Jul-2021,200903251221588481821
159,INVICTUS DENTAL SUPPLIES TRADING,Single Proprietorship,06-Jun-2019,Platinum,Active,07-Jul-2020,22-Jul-2021,20190639586304978917
160,EL GUAPO PRINTING PRESS AND ENTERPRISES,Single Proprietorship,08-Feb-2005,Platinum,Active,13-Jul-2020,13-Jul-2021,2005026422683987581
161,FILIPINO MIRROR MEDIA GROUP CORPORATION,Corporation,18-Feb-2016,Platinum,Active,21-Jul-2020,21-Jul-2021,2016021624861537398993
162,PROGRESS HOME AND OFFICE FURNISHINGS - DAVAO,Corporation,15-Jun-2007,Platinum,Active,13-Jul-2020,13-Jul-2021,20070614293609958586
163,SABANDO OCAMPO BEACH RESORT,Single Proprietorship,10-Oct-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,20161018810271621937
164,ARS TOURS & CONVENTION,Single Proprietorship,29-Jan-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,201601160267732617290
165,R.A. LACANLALE CONSTRUCTION,Single Proprietorship,06-Nov-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,201711131164563616716
166,VICTORIA BAY RESORT,Single Proprietorship,11-Apr-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,201804105391697718322
167,"CYBERTECH COMPUTER SALES, RENTALS & SERVICES",Single Proprietorship,26-Jun-2014,Platinum,Active,09-Jul-2020,09-Jul-2021,201406106213935351536
168,GRANDEUR PRINTING & GENERAL MERCHANDISE,Single Proprietorship,23-Nov-2004,Platinum,Active,09-Jul-2020,11-Jul-2021,20041157371040477652
169,MANILA EMBROIDERY GOLD INC.,Corporation,13-Aug-2010,Platinum,Active,09-Jul-2020,09-Jul-2021,201008352331380544584
170,RICHDON OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,02-Jul-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,202007219844217655324
171,ECHIMESCO OFFICE SOLUTIONS MARKETING,Single Proprietorship,24-Jan-2019,Platinum,Active,13-Jul-2020,13-Jul-2021,201901586051902143737
172,R AND A GENERAL MERCHANDISE,Single Proprietorship,30-Jun-2020,Platinum,Active,07-Jul-2020,07-Jul-2021,2020062196411846072007
173,KWJ ENTERPRISES,Single Proprietorship,20-Jun-2018,Platinum,Active,14-Jul-2020,14-Jul-2021,201806939551237119601
174,"IMAGE DAVAO MOTORS PHILIPPINES, INC.",Corporation,19-Mar-2012,Platinum,Active,10-Jul-2020,10-Jul-2021,20120350547234393800
175,KSA PHARMA AND MEDICAL SUPPLIES,Single Proprietorship,19-Apr-2018,Platinum,Active,13-Jul-2020,13-Jul-2021,2018041036582034189471
176,MLS OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,02-Mar-2020,Platinum,Active,09-Jul-2020,09-Jul-2021,202003213069258233632
177,ACES PHILPRODUCERS CORPORATION,Corporation,15-Feb-2019,Platinum,Active,09-Jul-2020,20-Aug-2021,201902548472070529609
178,ASCENTIA CONSTRUCTION INCORPORATED,Corporation,24-May-2012,Platinum,Active,21-Jul-2020,21-Jul-2021,2012051239461939440576
179,ALFALINK TOTAL SOLUTION CORPORATION,Corporation,02-Aug-2017,Platinum,Active,09-Jul-2020,19-Jul-2021,201708148164223552677
180,ALLCARETRADING& SERVICES INC.,Corporation,18-Apr-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016041686181371570473
181,EASTERNFORCE SECURITY AGENCY CORP.,Corporation,14-May-2008,Platinum,Active,13-Jul-2020,13-Jul-2021,2008053680721966307
182,CAMSUR BICOL TRADING INC.,Corporation,22-Oct-2012,Platinum,Active,09-Jul-2020,23-Jul-2021,20121060943351086610
183,N.A. GENERAL MERCHANDISE,Single Proprietorship,06-Feb-2018,Platinum,Active,09-Jul-2020,09-Jul-2021,2018021168761947602299
184,EMICA BUILDERS AND SUPPLY,Single Proprietorship,16-Jan-2017,Platinum,Active,09-Jul-2020,09-Jul-2021,2017011858211311967789
185,ASE I.T. HUBLINX INC.,Corporation,07-Mar-2011,Platinum,Active,13-Jul-2020,13-Jul-2021,201103391911291279095
186,SANKAI KONSTRAK AND SUPPLY,Single Proprietorship,30-Mar-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,2015031316531081542706
187,SEED PRODUCERS COOPERATIVE OF OCCIDENTAL MINDORO DISTRICT II,Cooperative,21-May-2015,Platinum,Active,09-Jul-2020,09-Jul-2021,201505136510397817538
188,MAKIPAGAY ENTERPRISES,Single Proprietorship,06-Dec-2016,Platinum,Active,09-Jul-2020,09-Jul-2021,2016121905071649689258
189,SIXTEEN ENTERPRISES,Single Proprietorship,08-Mar-2004,Platinum,Active,09-Jul-2020,09-Jul-2021,20040333261558225439
