,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
13,PROJECT MANAGEMENT & TECHNICAL RESOURCES CORPORATION,Corporation,11-Feb-2004,Platinum,Active,17-Feb-2020,24-Feb-2021,202002128101863022026
14,MULTI-FORMS CORPORATION,Corporation,16-May-2002,Platinum,Active,14-Feb-2020,14-Feb-2021,20200264301493885000
15,VRAJ TRADING,Single Proprietorship,21-May-2014,Platinum,Active,17-Feb-2020,17-Feb-2021,2020021025371641065356
16,FIVE POWER VENTURE DEVELOPMENT CORPORATION,Corporation,24-Apr-2013,Platinum,Active,09-Mar-2020,09-Mar-2021,201304706231033668347
17,RBA JANITORIAL & MANPOWER SERVICES,Single Proprietorship,17-Sep-2007,Platinum,Active,14-Feb-2020,24-Feb-2021,20200216471839372240
18,HIDETECH CORPORATION,Corporation,15-Jan-2014,Platinum,Active,21-Feb-2020,21-Feb-2021,201401910531105821591
19,EASTERN INTERNATIONAL PLASTIC PACKAGING CORPORATION,Corporation,19-Dec-2013,Platinum,Active,18-Feb-2020,11-Mar-2021,201312897422023210742
20,WELMAR MERCHANDISING,Single Proprietorship,11-Jul-2007,Platinum,Active,17-Feb-2020,23-Feb-2021,202002150511029652669
21,MELDAVIDSON TRADING & GENERAL MERCHANDISING,Single Proprietorship,11-Aug-2008,Platinum,Active,24-Feb-2020,24-Feb-2021,20080821925126064844
22,ED RANCH,Single Proprietorship,30-Jan-2012,Platinum,Active,13-Feb-2020,13-Feb-2021,20200247702784559362
23,HUMAN SAFETY SITE CONSULTANCY,Single Proprietorship,09-Feb-2015,Platinum,Active,17-Feb-2020,17-Feb-2021,202002126160468188536
24,ARNELANGEL RICEMARKETING RICE WHOLESALING,Single Proprietorship,27-Jan-2020,Platinum,Active,14-Feb-2020,14-Feb-2021,2020027541447909882
25,DGA TRADING,Single Proprietorship,05-May-2016,Platinum,Active,26-Feb-2020,26-Feb-2021,201605170426429245632
26,RMVY GENERAL MERCHANDISE,Single Proprietorship,09-Jan-2015,Platinum,Active,14-Feb-2020,28-Feb-2021,2020021236521618820877
27,C.A. ABELLO ENTERPRISES,Single Proprietorship,03-Feb-2020,Platinum,Active,14-Feb-2020,14-Feb-2021,2020022093781832630036
28,JEWEL IGOROT BUILDING,Single Proprietorship,17-Feb-2016,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021623441371587459
29,POLSKIE ZAKLADY LOTNICZE SP. Z O.O.,Foreign Company Organization,04-Feb-2020,Platinum,Active,14-Feb-2020,14-Feb-2021,2020022094982068286970
30,NIGHTVISION LASERS SPAIN SLU,Foreign Company Organization,02-Nov-2016,Platinum,Active,24-Feb-2020,24-Feb-2021,201611191226230054259
31,VIRGILIO & ELSA GENERAL MERCHANDISE,Single Proprietorship,20-Oct-2011,Platinum,Active,14-Feb-2020,31-Mar-2021,202002449061833465690
32,UNDECIM MEDICAL SUPPLIES,Single Proprietorship,17-Jan-2017,Platinum,Active,21-Feb-2020,21-Feb-2021,2017011853511854751540
33,DAVAO DEL SUR SEED GROWERS AGRICULTURE COOPERATIVE,Cooperative,29-Jul-2019,Platinum,Active,14-Feb-2020,14-Feb-2021,202002307056080931
34,TUBIGAN BUILDERS,Single Proprietorship,05-Aug-2008,Platinum,Active,12-Feb-2020,12-Feb-2021,202002218483702806
35,KARL VINCENT ENTERPRISES,Single Proprietorship,24-Jan-2011,Platinum,Active,12-Feb-2020,15-Feb-2021,202002378781173029494
36,GVCG AUTOWORKS,Single Proprietorship,15-Apr-2019,Platinum,Active,02-Mar-2020,02-Mar-2021,201904460411345813611
37,DEVAS GENERAL MERCHANDISE,Single Proprietorship,10-Feb-2017,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021806021194197837
38,RCE GLOBAL CONSTRUCTION INC.,Corporation,28-Feb-2018,Platinum,Active,12-Feb-2020,11-Mar-2021,2020021121721043319252
39,RELIQUA TRADING,Single Proprietorship,15-Feb-2016,Platinum,Active,17-Feb-2020,24-Feb-2021,202002162043755526184
40,MGB CONSTRUCTION AND TRADING,Single Proprietorship,28-Sep-2007,Platinum,Active,14-Feb-2020,21-Feb-2021,202002467741640531573
41,TRADEPOINTS INC.,Corporation,03-Oct-2003,Platinum,Active,27-Feb-2020,27-Feb-2021,2003101903936694306
42,GALEED PHARMA CORP.,Corporation,08-Sep-2016,Platinum,Active,18-Feb-2020,26-Mar-2021,2016091845671202113914
43,ELVIN-KEVIN CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,07-Feb-2014,Platinum,Active,19-Feb-2020,06-Mar-2021,201402931961312034675
44,LOBENDINO SOUND AND CATERING SERVICES,Single Proprietorship,08-Jun-2017,Platinum,Active,11-Feb-2020,11-Feb-2021,202002157724163257582
45,BAYVIEW PARK HOTEL MANILA,Corporation,12-Mar-2007,Platinum,Active,18-Feb-2020,18-Feb-2021,200703194821568280334
46,LUIS AND ASSOCIATES CO.,Partnership,20-Sep-2006,Platinum,Active,04-Mar-2020,04-Mar-2021,200609111951939849158
47,KCX' SUPPLY WHOLESALING,Single Proprietorship,28-Jan-2020,Platinum,Active,18-Feb-2020,18-Feb-2021,2020014921059785324
48,J.T.C PHILTRADE INC.,Corporation,27-Oct-2017,Platinum,Active,11-Feb-2020,11-Feb-2021,20200213147413006067
49,QUESTECH CO.INC.,Corporation,14-Nov-2005,Platinum,Active,24-Feb-2020,11-Mar-2021,20051187631914923214
50,DREAMVENTURES PROPERTY MANAGEMENT CORPORATION DOING BUSINESSUNDER THE NAME AND STYLE OF COCOON BOUTIQUE HOTEL; ABUELA'SCOMFORT FOOD; HIVE HOTEL AND CONVENTION PLACE; AND MY BRO'SMUSTACHE,Corporation,07-Oct-2013,Platinum,Active,17-Feb-2020,18-Mar-2021,202002842041517963340
51,ANABAN CORPORATION,Corporation,04-Feb-2020,Platinum,Active,14-Feb-2020,14-Feb-2021,202002209540135730945
52,GCMG CONSTRUCTION,Single Proprietorship,02-Aug-2007,Platinum,Active,14-Feb-2020,14-Feb-2021,202002155731344314320
53,LEA AUTOMOTIVE SUPPLY,Single Proprietorship,01-Jun-2006,Platinum,Active,14-Feb-2020,14-Feb-2021,202002102721329202006
54,BIOPRO PHARMA CORPORATION,Corporation,03-Oct-2011,Platinum,Active,14-Feb-2020,20-Feb-2021,20200244436314991422
55,PRIMERA AGRO DEVELOPMENT CORPORATION,Corporation,16-Sep-2013,Platinum,Active,14-Feb-2020,26-Feb-2021,20200282271401925267
56,"EPD SCHOOL, OFFICE SUPPLIES & GENERAL MERCHANDISE",Single Proprietorship,09-Feb-2006,Platinum,Active,14-Feb-2020,14-Feb-2021,20200294051929235288
57,CHEMLINE SCIENTIFIC CORPORATION,Corporation,28-Jan-2010,Platinum,Active,11-Feb-2020,11-Feb-2021,202002316631655603132
58,RUMEN NUTRITION SOLUTIONS,Single Proprietorship,03-May-2019,Platinum,Active,28-Feb-2020,28-Feb-2021,20190544096850642148
59,CARINA ELECTRICAL CONSTRUCTION AND SUPPLY,Single Proprietorship,14-May-2008,Platinum,Active,18-Feb-2020,26-Feb-2021,200805204861931587535
60,HD MEGATRUCKS AND EQUIPMENT INC.,Corporation,18-Feb-2016,Platinum,Active,18-Feb-2020,26-Feb-2021,2016021623832108126691
61,PHARMA QUEST CO.,Partnership,04-Dec-2007,Platinum,Active,17-Feb-2020,17-Mar-2021,202002178541067774326
62,VIVA SALES ENTERPRISES,Single Proprietorship,03-Apr-2002,Platinum,Active,14-Feb-2020,19-Feb-2021,2020026142103605861
63,JGC CONSTRUCTION & ENTERPRISES,Single Proprietorship,01-Feb-2010,Platinum,Active,11-Feb-2020,19-Feb-2021,202002317061966707293
64,HOLIDAY TRADING CORPORATION,Corporation,08-Jan-2002,Platinum,Active,14-Feb-2020,14-Feb-2021,2020023161670456148
65,ATLAS SUPER FLAGS,Single Proprietorship,14-Dec-2001,Platinum,Active,14-Feb-2020,14-Feb-2021,202002290726053920
66,BOOMER HARDWARE,Single Proprietorship,07-Nov-2019,Platinum,Active,18-Feb-2020,18-Feb-2021,20191111446458659795
67,FAS DIAGNOSTIC GROUP INC.,Corporation,02-Feb-2011,Platinum,Active,17-Feb-2020,18-Feb-2021,202002382141365367846
68,JV ENTERPRISES,Single Proprietorship,15-Dec-2015,Platinum,Active,19-Feb-2020,20-Feb-2021,2015121568602144654875
69,ALLROCK CONSTRUCTION,Single Proprietorship,29-Jan-2020,Platinum,Active,24-Feb-2020,24-Feb-2021,2020012089552144150007
70,CASACLANG CONSTRUCTION & SUPPLY,Single Proprietorship,08-Oct-2014,Platinum,Active,11-Feb-2020,11-Feb-2021,202002116233241456309
71,1ST LINE OFFICE FURNITURES & INTERIORS,Single Proprietorship,06-Nov-2007,Platinum,Active,14-Feb-2020,23-Feb-2021,20200217337836929469
72,"CONSULTA FARMACIA DRUGSTORE CHAIN, INC.",Corporation,30-Oct-2012,Platinum,Active,18-Feb-2020,05-Mar-2021,20121061304336984457
73,ME TECH CONST. INC.,Corporation,16-Aug-2018,Platinum,Active,11-Feb-2020,11-Feb-2021,202002833081746844002
74,"SERVICIO FILIPINO, INC.",Corporation,22-Oct-2002,Platinum,Active,17-Feb-2020,17-Feb-2021,202002166432077865821
75,JEMILES MEDICAL SERVICES,Single Proprietorship,10-Aug-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021447322137463587
76,RCP MANUFACTURING CO. INC.,Corporation,05-Aug-2011,Platinum,Active,21-Feb-2020,21-Feb-2021,2011081451451515266815
77,WORKSITE TECHNOLOGY SERVICES INC.,Corporation,19-Jan-2009,Platinum,Active,14-Feb-2020,14-Feb-2021,202002241661352440745
78,BHM CONSTRUCTION,Single Proprietorship,28-Nov-2007,Platinum,Active,14-Feb-2020,14-Feb-2021,20200217789708685709
79,DACRISDEEK ENTERPRISES,Single Proprietorship,22-Apr-2013,Platinum,Active,18-Feb-2020,18-Feb-2021,20130470375625378271
80,"EXOTHERM, INC.",Partnership,11-Oct-2012,Platinum,Active,11-Feb-2020,22-Feb-2021,202002170197401059011
81,"DBQUEST, INC.",Corporation,23-Jan-2008,Platinum,Active,17-Feb-2020,23-Feb-2021,20200218620691942668
82,WORLD CUP SECURITY SERVICES INC.,Corporation,22-Jul-2014,Platinum,Active,14-Feb-2020,11-Mar-2021,202002108473150803939
83,"PERCEPTION GAMING, INC.",Corporation,14-Jul-2008,Platinum,Active,17-Feb-2020,23-Feb-2021,202002214941715317637
84,ELETRIPARTS ELECTRICAL SUPPLY &AMP; SERVICE CENTER,Single Proprietorship,24-Feb-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021277681448350659
85,"NTT DATA PHILIPPINES, INC.",Corporation,24-Oct-2013,Platinum,Active,17-Feb-2020,19-Feb-2021,202002897251766077708
86,BOX OFFICE AND GENERAL MERCHANDISE,Single Proprietorship,08-Feb-2018,Platinum,Active,14-Feb-2020,14-Feb-2021,202002116309786509885
87,INIMED TRADING,Single Proprietorship,08-Apr-2008,Platinum,Active,14-Feb-2020,14-Feb-2021,202002198521231349970
88,TESTMARK ENTERPRISES,Single Proprietorship,31-Jan-2020,Platinum,Active,18-Feb-2020,18-Feb-2021,202001209167605300380
89,L.E.G. HAULING SERVICES CORP.,Corporation,16-Jul-2004,Platinum,Active,10-Mar-2020,10-Mar-2021,2004076699550798961
90,F.F. ROSALES GENERAL CONTRACTOR,Single Proprietorship,04-Dec-2007,Platinum,Active,21-Feb-2020,21-Feb-2021,200712178501523290681
91,STEP N STONE CONSTRUCTION,Single Proprietorship,05-Jan-2012,Platinum,Active,17-Feb-2020,17-Feb-2021,202002465611262974396
92,"CRAYONS SPORTING GOODS, INC.",Corporation,30-Mar-2006,Platinum,Active,09-Mar-2020,22-Mar-2021,2006039878231754943
93,ANINO ROADSIDE EATERY,Single Proprietorship,20-Jul-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021424782082092444
94,"SYNERGIZED MACRO SOLUTIONS, INC (SMS)",Corporation,20-May-2015,Platinum,Active,14-Feb-2020,21-Feb-2021,2020021363561124599871
95,"PHARMA DYNAMIC, INC.",Corporation,12-Oct-2001,Platinum,Active,18-Feb-2020,12-Mar-2021,200110181938505953252
96,R.A. YOLANGCO CONSTRUCTION AND TRADING,Single Proprietorship,31-Mar-2006,Platinum,Active,19-Feb-2020,20-Feb-2021,2006039882177413054
97,TSQUARE CONSTRUCTION CORP.,Corporation,14-Apr-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021329611146579731
98,STO. CRISTO CONSTRUCTION AND TRADING INC.,Corporation,06-Jul-2018,Platinum,Active,11-Feb-2020,19-Feb-2021,20200291210215128971
99,COTTON CITY MARKETING,Single Proprietorship,19-Oct-2006,Platinum,Active,14-Feb-2020,14-Feb-2021,202002114551459955233
100,CLT CONSTRUCTION AND HARDWARE SUPPLY,Single Proprietorship,21-Jan-2020,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021530461162491
101,"FZI CONSTRUCTION, PARTS, & SUPPLY",Single Proprietorship,05-Mar-2007,Platinum,Active,20-Feb-2020,24-Mar-2021,20070313007897502693
102,"SUNDAY PUNCH, INC.",Corporation,26-Mar-2007,Platinum,Active,26-Feb-2020,26-Feb-2021,20070313310646842007
103,MULTIGRAPHIX TRADING INC.,Corporation,12-Sep-2019,Platinum,Active,24-Feb-2020,24-Feb-2021,2019092164819148866
104,MMU ENTERPRISES & GENERAL MERCHANDISE,Single Proprietorship,25-Jan-2008,Platinum,Active,14-Feb-2020,28-Feb-2021,202002184031596607467
105,JT PRINTING PRESS,Single Proprietorship,28-Feb-2014,Platinum,Active,11-Feb-2020,11-Feb-2021,20200295367404880059
106,JOEY'S RESTAURANT CAFE / NUJNUJ FOODS CORPORATION,Corporation,16-Nov-2016,Platinum,Active,14-Feb-2020,14-Feb-2021,202002193267772340451
107,DAVAO ERJV ENTERPRISES,Single Proprietorship,24-Sep-2007,Platinum,Active,14-Feb-2020,06-Mar-2021,202002165911525943028
108,"URBAN INTEGRATED CONSULTANTS, INCORPORATED",Corporation,12-Apr-2004,Platinum,Active,11-Feb-2020,11-Feb-2021,202002169691309141329
109,MHEL BHEN MOTORS CORPORATION,Corporation,03-Mar-2010,Platinum,Active,14-Feb-2020,14-Feb-2021,202002325171241791187
110,MOC OPTOMEDIC INC.,Corporation,18-Oct-2017,Platinum,Active,26-Feb-2020,26-Feb-2021,2017101330581481178649
111,JABEZ MOTOR CORPORATION,Corporation,17-Aug-2005,Platinum,Active,17-Feb-2020,17-Feb-2021,20200280582139684313
112,AIMPOINT AB,Foreign Company Organization,09-Jan-2013,Platinum,Active,19-Feb-2020,19-Feb-2021,201301639282071525850
113,ARAYEM TRADE,Single Proprietorship,23-Mar-2011,Platinum,Active,17-Feb-2020,21-Feb-2021,202002397681532218278
114,MINDANAO ER ELECTRICAL SUPPLY,Single Proprietorship,11-Mar-2008,Platinum,Active,18-Feb-2020,05-Mar-2021,20080319400532992340
115,CIRCLE Z VENTURES AND DEVELOPMENT CORP.,Corporation,01-Aug-2012,Platinum,Active,21-Feb-2020,21-Feb-2021,201208568661633264183
116,GLS CONSTRUCTION & GENERAL MERCHANDISE,Single Proprietorship,10-Feb-2004,Platinum,Active,14-Feb-2020,14-Feb-2021,2020022698430025988
117,SOUTH EAST STAR ENTERPRISES - BATANGAS,Single Proprietorship,03-Feb-2004,Platinum,Active,14-Feb-2020,14-Feb-2021,2020022547411739734
118,"YU ENG KAO ELECTRICAL SUPPLY & HARDWARE, INC",Corporation,04-Jun-2007,Platinum,Active,26-Feb-2020,26-Feb-2021,2007061405575409784
119,L&L CONSTRUCTION,Single Proprietorship,22-Feb-2007,Platinum,Active,14-Feb-2020,25-Feb-2021,20200212806947567816
120,SOHRAB GARCIA PHOTOGRAPHY AND ENTERPRISES,Single Proprietorship,21-Oct-2013,Platinum,Active,28-Feb-2020,28-Feb-2021,20131085265396012769
121,MENAKEO CONSTRUCTION INC.,Corporation,07-Dec-2018,Platinum,Active,18-Feb-2020,18-Feb-2021,20181263820567799514
122,4MB CONSTRUCTION AND SUPPLY CORPORATION,Corporation,06-Jun-2017,Platinum,Active,13-Feb-2020,13-Feb-2021,202002158925816111407
123,LXXXVIII TRADING,Single Proprietorship,20-Apr-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021333991997929568
124,ANGEL & SAM CONSTRUCTION & GENERAL MERCHANDISE,Single Proprietorship,27-Jul-2004,Platinum,Active,17-Feb-2020,01-Mar-2021,2020024655669869873
125,"3K'S INDUSTRIAL MAINTENANCE AND SERVICES, INC.",Corporation,16-Jun-2015,Platinum,Active,19-Feb-2020,19-Feb-2021,2015061387511405295821
126,ISC CONSOLSYS CORPORATION,Corporation,07-May-2015,Platinum,Active,19-Feb-2020,19-Feb-2021,2015051351861268371204
127,MCSA MARKETING,Single Proprietorship,19-Mar-2002,Platinum,Active,28-Feb-2020,28-Feb-2021,200203575775696425
128,PETER JOHN CONSTRUCTION & SUPPLY,Single Proprietorship,12-May-2017,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021627701400869440
129,DENCONS GENSERVICES CORPORATION,Corporation,28-Jun-2018,Platinum,Active,20-Feb-2020,20-Feb-2021,201806924542145661982
130,"MEDHAUS PHARMA, INC",Corporation,08-Mar-2004,Platinum,Active,17-Feb-2020,20-Feb-2021,20200233101504122397
131,JESS ZENY ENTERPRISES,Single Proprietorship,10-Feb-2017,Platinum,Active,14-Feb-2020,01-Mar-2021,2020021805561051943769
132,HNV DRUG AND CONVENIENCE STORE,Single Proprietorship,20-Aug-2018,Platinum,Active,24-Feb-2020,24-Feb-2021,20180882786981623933
133,GOLD MEDLINES DRUG DISTRIBUTION,Single Proprietorship,26-Jun-2009,Platinum,Active,14-Feb-2020,06-Mar-2021,202002273651197734393
134,MLJPO ENTERPRISES,Single Proprietorship,24-Aug-2006,Platinum,Active,14-Feb-2020,14-Feb-2021,202002109121831868741
135,5 EDS CONSTRUCTION,Single Proprietorship,12-May-2011,Platinum,Active,20-Feb-2020,20-Feb-2021,20110541024387814586
136,EDLIN ENTERPRISES,Single Proprietorship,11-Apr-2012,Platinum,Active,29-Feb-2020,01-Mar-2021,201204515002093589935
137,LIMA PHILIPPIANS GENERAL MERCHANDISE,Single Proprietorship,24-Apr-2015,Platinum,Active,18-Feb-2020,18-Feb-2021,201504133961281724704
138,GANE TEKNO BUILDERS,Single Proprietorship,20-Apr-2004,Platinum,Active,17-Feb-2020,17-Feb-2021,2020023801937518277
139,NEW ISLAND ENTERPRISES,Single Proprietorship,09-Mar-2005,Platinum,Active,11-Feb-2020,11-Feb-2021,2020026811489206654
140,ARAC CONSTRUCTION,Single Proprietorship,23-Jul-2004,Platinum,Active,17-Feb-2020,17-Feb-2021,202002460941683672
141,P.S. AQUINO CONSTRUCTION,Single Proprietorship,02-Dec-2013,Platinum,Active,03-Mar-2020,03-Mar-2021,201312885722027198445
142,NG CHUA TRADING,Single Proprietorship,19-Jun-2015,Platinum,Active,09-Mar-2020,09-Mar-2021,2015061392272105784700
143,VERTICAL BUILDERS,Single Proprietorship,17-Jan-2004,Platinum,Active,28-Feb-2020,09-Mar-2021,20040122821600967873
144,VALKYRIE CONSTRUCTION,Single Proprietorship,14-Dec-2007,Platinum,Active,17-Feb-2020,06-Mar-2021,202002179891304294748
145,TIGER CAR SURPLUS TRADING,Single Proprietorship,08-Sep-2011,Platinum,Active,17-Feb-2020,17-Feb-2021,20200243813203576123
146,CONSOLIDATED PAPER PRODUCTS INC.,Corporation,27-Nov-2001,Platinum,Active,17-Feb-2020,20-Feb-2021,2020022661446151226
147,"ISRAEL HARDWARE & ELECTRICAL SUPPLY, GENERAL MERCHANDISE",Single Proprietorship,15-May-2007,Platinum,Active,11-Feb-2020,11-Feb-2021,202002136651753259571
148,VILLA AMPARO LEISURE AND LIFESTYLE CORPORATION,Corporation,16-Nov-2018,Platinum,Active,14-Feb-2020,14-Feb-2021,20200267179226586420
149,"ASB ELECTRICAL, INC.",Corporation,10-Feb-2012,Platinum,Active,17-Feb-2020,17-Feb-2021,202002484352024363951
150,FIRST GRANDEUR BUILDERS,Single Proprietorship,16-Nov-2011,Platinum,Active,17-Feb-2020,26-Feb-2021,202002454611344659122
151,SPECO BUILDERS INC.,Corporation,05-Jun-2013,Platinum,Active,26-Feb-2020,26-Feb-2021,201306735511228867931
152,M.C. & S TRADING,Single Proprietorship,01-Jun-2017,Platinum,Active,19-Feb-2020,19-Feb-2021,201706159568845000505
153,STAR ACE PROPERTIES,Single Proprietorship,30-Jan-2020,Platinum,Active,13-Feb-2020,13-Feb-2021,2020022090522129934500
154,RGT DEVELOPMENT CORPORATION,Corporation,12-Nov-2018,Platinum,Active,14-Feb-2020,14-Feb-2021,20200268706232453625
155,NEPHILA NEPHILA WEB TECHNOLOGY INC,Corporation,11-Dec-2014,Platinum,Active,18-Feb-2020,18-Feb-2021,2014121223682069784658
156,ESJ GENERAL MERCHANDISE,Single Proprietorship,05-Jul-2017,Platinum,Active,17-Feb-2020,17-Feb-2021,202002153338166661716
157,INDRA SOLUCIONES TECHNOLOGIAS DE LA INFORMACION SL,Foreign Company Organization,08-Jan-2020,Platinum,Active,11-Feb-2020,11-Feb-2021,2020023295555448790
158,NEW ISABELA PETRON SERVICENTER,Single Proprietorship,30-Mar-2010,Platinum,Active,20-Feb-2020,20-Feb-2021,20100333092338004199
159,INDRA SISTEMAS S.A.,Foreign Company Organization,20-Mar-2009,Platinum,Active,11-Feb-2020,11-Feb-2021,20200225620966838217
160,"JADE ENTERTAINMENT AND GAMING TECHNOLOGIES, INC.",Corporation,09-Nov-2010,Platinum,Active,17-Feb-2020,05-Mar-2021,202002368241170881814
161,D' TRADE WORKZ ENTERPRISES,Single Proprietorship,27-May-2014,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021032021773108952
162,ARKOUZ BUILDERS & SUPPLY,Single Proprietorship,29-Jan-2020,Platinum,Active,11-Feb-2020,11-Feb-2021,2020022089491339497427
163,GENESIS EQUIPMENT & FLUID POWER COMPONENTS CORP.,Corporation,20-Jan-2014,Platinum,Active,03-Jun-2020,03-Jun-2021,20140191417495771706
164,EVERACTIVE CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,30-Apr-2008,Platinum,Active,17-Feb-2020,17-Feb-2021,202002202481101511243
165,LA UNION MORNING STAR ENTERPRISES,Single Proprietorship,07-May-2003,Platinum,Active,20-Feb-2020,28-Feb-2021,20030516191931571952
166,TACTICAL WAREHOUSE INDUSTRIES INC,Corporation,20-Feb-2018,Platinum,Active,17-Feb-2020,17-Feb-2021,2020021137561861567405
167,AKRAL BUILDERS,Single Proprietorship,07-Dec-2018,Platinum,Active,20-Feb-2020,20-Feb-2021,201812637411646410961
168,ROBIN ROSE TRADING,Single Proprietorship,08-Jul-2013,Platinum,Active,26-Feb-2020,26-Mar-2021,201307757541021582604
169,AMAR GRAPHIC CENTER,Single Proprietorship,22-Apr-2002,Platinum,Active,19-Feb-2020,19-Feb-2021,2002046671161547260
170,MARAWI LEISURE PARK INC. (TANZA OASIS HOTEL AND RESORT),Corporation,17-Dec-2012,Platinum,Active,14-Feb-2020,14-Feb-2021,202002633111046856916
171,KINGSWORD CONSTRUCTION,Single Proprietorship,06-Aug-2019,Platinum,Active,19-Feb-2020,19-Feb-2021,201908292151663508999
172,GG CONSTRUCTION AND SUPPLIES,Single Proprietorship,15-Feb-2019,Platinum,Active,27-Feb-2020,05-Mar-2021,201902551141961274605
173,"FGDI DEVELOPMENT CONSTRUCTION & SUPPLY, INC.",Corporation,11-Jul-2014,Platinum,Active,19-Feb-2020,19-Feb-2021,2014071077831877040123
174,"FRIENDLY ALLIANCES AND MEDIA EXPRESSIONS, INC.",Corporation,03-Aug-2012,Platinum,Active,17-Feb-2020,13-Mar-2021,20200257040759521755
175,PHARMAZEL INCORPORATED,Corporation,11-Mar-2004,Platinum,Active,17-Feb-2020,21-Mar-2021,2020023402582362354
176,HEALTHCARE ACCESS TRADING,Single Proprietorship,05-Jun-2017,Platinum,Active,11-Feb-2020,11-Feb-2021,2020021592081394539981
177,"DANILYN'S ENTERPRISES, INC.",Corporation,12-Jan-2017,Platinum,Active,18-Feb-2020,18-Feb-2021,2017011861811495374284
178,"LIFELINK, INC.",Corporation,31-May-2002,Platinum,Active,11-Feb-2020,16-Feb-2021,2020028212085942485
179,AMSOR ENTERPRISES,Single Proprietorship,09-Mar-2007,Platinum,Active,17-Feb-2020,20-Feb-2021,20200213091735830910
180,MATIC'S RESTAURANT,Single Proprietorship,23-Jan-2020,Platinum,Active,17-Feb-2020,17-Feb-2021,2020021087920900160
181,JMIP CONSTRUCTION,Single Proprietorship,18-Jun-2019,Platinum,Active,18-Feb-2020,18-Feb-2021,20190637879223721858
182,COLLEEN'S FARM AND POULTRY SUPPLY,Single Proprietorship,19-Nov-2016,Platinum,Active,17-Feb-2020,17-Feb-2021,202002192670255723566
183,NICATHIR CONSTRUCTION AND SUPPLY CORP.,Corporation,11-Jun-2015,Platinum,Active,14-Feb-2020,14-Feb-2021,2020021385091236989089
184,RRG GENERAL MERCHANDISE,Single Proprietorship,17-Mar-2017,Platinum,Active,24-Feb-2020,24-Feb-2021,2017031727341655261160
185,ASTROPHIL TRADING,Single Proprietorship,10-Jan-2005,Platinum,Active,14-Feb-2020,15-Feb-2021,20200259821145558540
186,"ITE ELECTRIC PHILIPPINES COMPANY, INC.",Corporation,03-Feb-2020,Platinum,Active,19-Feb-2020,19-Feb-2021,2020022092832063160947
187,LDK TRAVEL AND TOURS,Single Proprietorship,25-May-2017,Platinum,Active,17-Feb-2020,17-Feb-2021,2020021605861212801670
