,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
36,MENARAH CONSTRUCTION SERVICES,Single Proprietorship,05-Mar-2020,Platinum,Active,13-Mar-2020,13-Mar-2021,202003213701408848788
37,BIGBOYS EXTREME OFF ROAD,Single Proprietorship,22-Aug-2019,Platinum,Active,13-Mar-2020,13-Mar-2021,201908259952104371487
38,CHANET GENERAL MERCHANDISE,Single Proprietorship,03-Feb-2006,Platinum,Active,13-Mar-2020,20-Mar-2021,20060293561035772636
39,HONEXSON BUILDERS,Single Proprietorship,20-Feb-2004,Platinum,Active,17-Mar-2020,17-Mar-2021,2004023004924549219
40,BRYTE TEKNOLOGY CORPORATION,Corporation,17-Dec-2013,Platinum,Active,14-Mar-2020,14-Mar-2021,201312896531570335458
41,STARS & STRIPES CONSTRUCTION,Single Proprietorship,17-Oct-2007,Platinum,Active,12-Mar-2020,12-Mar-2021,200710170521640310172
42,PRIME BREAD AND BUTTER BAKESHOP CORPORATION,Corporation,03-Mar-2020,Platinum,Active,22-Jun-2020,22-Jun-2021,2020032128731932161019
43,"PAX SECURITY AGENCY AND GENERAL SERVICES, INC.",Corporation,29-Feb-2008,Platinum,Active,13-Mar-2020,14-Mar-2021,200802191431719154650
44,ELOHIM PHARMA,Single Proprietorship,28-Jan-2002,Platinum,Active,13-Mar-2020,23-Mar-2021,2002013811983069947
45,JOMARCANN GENERAL CONSTRUCTION,Single Proprietorship,29-Nov-2005,Platinum,Active,14-Mar-2020,26-Apr-2021,20051188781014509829
46,CALAMBA PETRON GASOLINE STATION-MAYAPA,Single Proprietorship,26-Mar-2018,Platinum,Active,10-Mar-2020,03-Apr-2021,2018031073431834474489
47,DSA SOFTWARE SOLUTIONS,Single Proprietorship,27-Jul-2016,Platinum,Active,14-Mar-2020,14-Mar-2021,201607178754210335147
48,DANE DEGALA CASTILLO PHARMACY,Single Proprietorship,18-Sep-2006,Platinum,Active,14-Mar-2020,09-Apr-2021,20060911181644154185
49,SURE TIRE TRADING,Single Proprietorship,25-May-2011,Platinum,Active,14-Mar-2020,27-Mar-2021,20110541292921078586
50,JAMES CONSTRUCTION,Single Proprietorship,15-Mar-2010,Platinum,Active,10-Mar-2020,05-Apr-2021,201003327651682271858
51,UNIVERSITY OF THE PHILIPPINES LOS BAÑOS FOUNDATION INC.,Corporation,15-Mar-2007,Platinum,Active,14-Mar-2020,15-Mar-2021,20070313168897718604
52,YNZAL MARKETING CORP.,Corporation,26-Nov-2004,Platinum,Active,15-Mar-2020,15-Mar-2021,200411134012094939425
53,T. EVANGELISTA ENTERPRISES,Single Proprietorship,14-Oct-2008,Platinum,Active,10-Mar-2020,05-Apr-2021,200810228831652843960
54,JF CAYACAP CATERING BALLOONS AND PARTY NEEDS,Single Proprietorship,28-Aug-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017081436351607132127
55,ARUGA N HEALTHDEPOT CORPORATION,Corporation,05-Feb-2016,Platinum,Active,14-Mar-2020,14-Mar-2021,2016021611731678728414
56,DALCON CONSTRUCTION,Single Proprietorship,15-Jan-2016,Platinum,Active,13-Mar-2020,18-Mar-2021,201601158669765488035
57,PRINTBIT PRINTING SHOP,Single Proprietorship,23-Jun-2016,Platinum,Active,13-Mar-2020,13-Mar-2021,2016061752452057086464
58,VQY-SAR MARKETING CORPORATION,Corporation,24-Feb-2020,Platinum,Active,13-Mar-2020,13-Mar-2021,202002211696333688495
59,"BRIGHTSIDE PROPERTIES AND RESORTS, INC.",Corporation,11-Oct-2017,Platinum,Active,15-Mar-2020,15-Mar-2021,201710134419589575529
60,JNG LLANTINO ENTERPRISES,Single Proprietorship,29-Jan-2015,Platinum,Active,24-Jul-2020,24-Jul-2021,201501125155192897708
61,"J.S. LAYSON & CO., INC.",Corporation,21-Jun-2007,Platinum,Active,11-Mar-2020,03-Apr-2021,20070614494319096101
62,JAYNET ENTERPRISES,Single Proprietorship,23-Jan-2005,Platinum,Active,10-Mar-2020,21-Mar-2021,2005016136966122578
63,VSHINE MEDICAL AND DENTAL SUPPLY,Single Proprietorship,26-Nov-2016,Platinum,Active,14-Apr-2020,14-Apr-2021,2016111917821142668399
64,"MACONARK BUILDERS, INC.",Corporation,29-Jun-2010,Platinum,Active,14-Mar-2020,21-Mar-2021,20100634340845996902
65,STONEBROTHERS INC,Corporation,08-Nov-2016,Platinum,Active,04-May-2020,04-May-2021,201611191693599581721
66,MAN-AR AUTO REPAIR SHOP,Single Proprietorship,19-Jan-2010,Platinum,Active,11-Mar-2020,11-Mar-2021,20100130475391376236
67,LILOLELE INCORPORATED,Corporation,03-May-2018,Platinum,Active,11-Mar-2020,11-Mar-2021,2018051014892053170502
68,VENMAR STORE,Single Proprietorship,12-Nov-2007,Platinum,Active,11-Mar-2020,11-Mar-2021,20071117455204430159
69,MBS PASEO REALTY DEVELOPMENT INC.,Corporation,06-Mar-2020,Platinum,Active,15-Mar-2020,15-Mar-2021,2020032139121242510267
70,TWIN SHELL SERVICE STATION / CG SHELL SERVICE STATION /MACRON GAS STATION,Single Proprietorship,14-Mar-2011,Platinum,Active,15-Mar-2020,15-Mar-2021,20110339413785580611
71,"EMPRISA INNO SOLUTIONS, INC.",Corporation,23-May-2018,Platinum,Active,13-Mar-2020,13-Mar-2021,20180598400444393869
72,SAPDOY ENTERPRISES,Single Proprietorship,28-Jun-2007,Platinum,Active,10-Mar-2020,10-Mar-2021,200706147632022588524
73,BUILDERS EXPONENT ENTERPRISE,Single Proprietorship,28-Sep-2011,Platinum,Active,14-Mar-2020,14-Mar-2021,20110944329217383758
74,"PHILIPPINE GLOBAL COMMUNICATIONS, INC.",Corporation,27-Nov-2006,Platinum,Active,13-Mar-2020,20-Mar-2021,20061186282913827367
75,"BACOLOD ELS SECURITY MANPOWER AND GENERAL SERVICES, INC.",Corporation,29-Feb-2008,Platinum,Active,13-Mar-2020,15-Mar-2021,20080219145635734110
76,CHEMHUB TECHNOLOGIES INC,Corporation,23-Jun-2015,Platinum,Active,18-Mar-2020,18-Mar-2021,201506139650125147528
77,EZ GOLD CONSTRUCTION AND SUPPLY,Single Proprietorship,20-Oct-2015,Platinum,Active,12-Mar-2020,12-Mar-2021,201510151957821158102
78,"CONTRACT DESIGN AND SYSTEMS FURNITURE SPECIALIST, INC.",Corporation,16-Sep-2002,Platinum,Active,14-Mar-2020,15-Mar-2021,20020917625883880429
79,LAKBAY INTERNATIONAL COMMUNICATIONS AND IT SOLUTIONS INC.,Corporation,21-Dec-2015,Platinum,Active,13-Mar-2020,13-Mar-2021,201512157201367809859
80,ROTRONICS SYSTEMS INCORPORATED,Corporation,27-Mar-2007,Platinum,Active,14-Mar-2020,14-Mar-2021,200703133201739295232
81,TRIPAX TRADING & SUPPLY,Single Proprietorship,05-Jan-2011,Platinum,Active,17-Mar-2020,16-Apr-2021,20110137482901331554
82,"NEMA ELECTRICAL & INDUSTRIAL SALES, INC.",Corporation,25-Sep-2006,Platinum,Active,14-Mar-2020,04-Apr-2021,200609112412070203911
83,GLC TRUCKS AND EQUIPMENTS,Single Proprietorship,22-Sep-2005,Platinum,Active,18-May-2020,18-May-2021,2005098360705284385
84,TRAVELEARTH TOURS & ADVENTURES,Single Proprietorship,05-Mar-2008,Platinum,Active,14-Mar-2020,14-Mar-2021,200803192611923087839
85,GEMELLUS BUILDERS AND GENERAL SUPPLY,Single Proprietorship,06-Feb-2017,Platinum,Active,14-Mar-2020,03-Apr-2021,201702181812321988689
86,DYMM AUTO SERVICES,Single Proprietorship,28-Nov-2017,Platinum,Active,06-Jul-2020,06-Jul-2021,2017111263431481124352
87,"LINDE PHILIPPINES, INC.",Corporation,25-Nov-2010,Platinum,Active,14-Mar-2020,15-Mar-2021,2010111173331499319081
88,ACGD COMMERCIAL & INDUSTRIAL SUPPLY,Single Proprietorship,17-Sep-2004,Platinum,Active,13-Mar-2020,25-Mar-2021,2004095197601369742
89,HUMMING BIRD CONSTRUCTION & SUPPLY CORPORATION,Corporation,26-Mar-2019,Platinum,Active,13-Mar-2020,29-Apr-2021,20190348662113562545
90,CHONG CONSTRUCTION AND SUPPLIES,Single Proprietorship,09-Mar-2018,Platinum,Active,15-Mar-2020,15-Mar-2021,201803110361231471676
91,RUDPA CONSTRUCTION,Single Proprietorship,21-Jun-2011,Platinum,Active,13-Mar-2020,13-Mar-2021,20110641853729238305
92,LE JOIE BAKESHOP,Single Proprietorship,05-Jul-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017071532241882026439
93,MEYOK AUTO REPAIR & GENERAL SERVICES,Single Proprietorship,13-May-2016,Platinum,Active,13-Mar-2020,13-Mar-2021,2016051709081285181255
94,PMX TRADING AND TECHNICAL SERVICES,Single Proprietorship,07-Feb-2014,Platinum,Active,13-Mar-2020,13-Mar-2021,201402446551906851515
95,"SIERRA CONSTRUCTION, CATARMAN N. SAMAR",Single Proprietorship,11-Sep-2008,Platinum,Active,14-Mar-2020,14-Mar-2021,200809223781415997569
96,WASSECON CORPORATION,Corporation,16-Jan-2014,Platinum,Active,10-Mar-2020,10-Mar-2021,201401912402123268267
97,RR BUILDERS,Single Proprietorship,22-Aug-2014,Platinum,Active,11-Mar-2020,11-Mar-2021,201408111930717763185
98,NOBEL'S GENERAL MERCHANDISE,Single Proprietorship,16-Nov-2004,Platinum,Active,30-Apr-2020,30-Apr-2021,20041156571027283717
99,PHILIPPINE RAPTORS SECURITY SERVICES CORP.,Corporation,30-Jul-2012,Platinum,Active,18-Mar-2020,18-Mar-2021,201207566962055484471
100,"COMET 229, INC.",Corporation,22-Oct-2014,Platinum,Active,08-Jun-2020,08-Jun-2021,2014101178621433941134
101,M.M.A. ACHIEVER CONSTRUCTION & DEV'T CORP.,Corporation,26-Feb-2009,Platinum,Active,14-Mar-2020,04-Apr-2021,20090225076443364086
102,TRITON COMMUNICATIONS CORPORATION,Corporation,15-Jun-2001,Platinum,Active,14-Mar-2020,24-Apr-2021,200106721241731368
103,LUCKY MED TRADING,Single Proprietorship,21-Feb-2017,Platinum,Active,16-Mar-2020,28-Mar-2021,201702178562689978672
104,CONSCORE CORP.,Corporation,17-Jan-2012,Platinum,Active,15-Mar-2020,16-Apr-2021,20120147058825820162
105,"MERLO STEEL POLES & ACCESSORIES, INC.",Corporation,28-Jan-2015,Platinum,Active,14-Mar-2020,14-Mar-2021,2015011247921393946960
106,AIMEK CONSTRUCTION AND SUPPLY,Single Proprietorship,11-Feb-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,201902556571404277735
107,A. SUELILA CONSTRUCTION,Single Proprietorship,29-Nov-2013,Platinum,Active,10-Mar-2020,30-Apr-2021,201311884571564052744
108,TRIREAL ENTERPRISE,Single Proprietorship,06-Oct-2016,Platinum,Active,13-Mar-2020,15-Mar-2021,2016101878512067724646
109,ST. CLARE PUBLICATIONS CORP.,Corporation,08-Jan-2015,Platinum,Active,14-Mar-2020,14-Mar-2021,201501123597758976128
110,HGG BUILDERS AND SUPPLY,Single Proprietorship,20-Apr-2006,Platinum,Active,13-Mar-2020,17-Mar-2021,2006049990804354096
111,WYN'S CONSTRUCTION SUPPLIES,Single Proprietorship,20-Jan-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017011847751852484678
112,A AND R MARKETING,Single Proprietorship,10-Aug-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,201708146265569602791
113,SKYE SUPPLY WHOLESALING,Single Proprietorship,28-Jan-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,201901581681620810917
114,HOUSE OF PITCHY ENTERPRISES,Single Proprietorship,06-Feb-2015,Platinum,Active,14-Mar-2020,22-Apr-2021,201502125982575171847
115,R. QUINTOS ENTERPRISES,Single Proprietorship,19-May-2014,Platinum,Active,13-Mar-2020,15-Mar-2021,2014051023511067652536
116,IRG MEDICAL TRADING,Single Proprietorship,14-Dec-2004,Platinum,Active,18-Mar-2020,18-Mar-2021,20041259102121825968
117,SECUR-A-PRINT INC.,Corporation,04-Sep-2012,Platinum,Active,15-Mar-2020,26-Mar-2021,201209584022108539538
118,LUCKY PEARL AR-J ENTERPRISES,Single Proprietorship,01-Feb-2012,Platinum,Active,14-Mar-2020,16-Apr-2021,201202478211126336777
119,MAC J PEST CONTROL SERVICES,Single Proprietorship,08-May-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,201905433341305846749
120,RN MUYCO TRADING,Single Proprietorship,13-Feb-2019,Platinum,Active,15-Mar-2020,15-Mar-2021,201902553471113180001
121,IYAMAN GENERAL MERCHANDISE,Single Proprietorship,02-Feb-2016,Platinum,Active,16-Mar-2020,16-Mar-2021,201602160641616882234
122,MEGA SOUND BROADCASTING CORPORATION,Corporation,24-Nov-2016,Platinum,Active,15-Mar-2020,15-Mar-2021,2016111923041942835701
123,"BOOK MEDIA PRESS, INC.",Corporation,09-Jun-2004,Platinum,Active,19-May-2020,19-May-2021,2004064178212824140
124,"COLOR IT CHRISTMAS, INC.",Corporation,12-Mar-2012,Platinum,Active,18-Mar-2020,12-Apr-2021,20120350120887823398
125,ITAWES SECURITY PROACTIVE AGENCY INC.,Corporation,11-Jan-2010,Platinum,Active,25-Mar-2020,25-Mar-2021,201001302751190227162
126,DUOPHARMA TRADE PHILIPPINES INC.,Corporation,24-May-2002,Platinum,Active,10-Mar-2020,10-Mar-2021,200205210071844520932
127,"PBN BROADCASTING NETWORK, INC.",Corporation,05-Sep-2008,Platinum,Active,16-Mar-2020,25-Mar-2021,200809167588176178921
128,E.P. DE GUZMAN CONSULTING ENGINEER CONTRACTOR,Single Proprietorship,22-Sep-2003,Platinum,Active,25-Mar-2020,25-Mar-2021,20030918461353888531
129,CANEO ENTERPRISES,Single Proprietorship,06-Apr-2005,Platinum,Active,19-May-2020,19-May-2021,20050470511536547973
130,CHESTERKATE HARDWARE,Single Proprietorship,20-Aug-2018,Platinum,Active,12-May-2020,12-May-2021,201808826231671666430
131,LACTO ASIA ZAMBOANGA MARKETING,Single Proprietorship,14-Jan-2008,Platinum,Active,01-Jul-2020,01-Jul-2021,20080118225499646931
132,HAN BUILDERS AND DESIGN,Single Proprietorship,06-Dec-2018,Platinum,Active,13-Mar-2020,13-Mar-2021,20181264074448162782
133,KRIZLER INDUSTRIAL TRADERS CONSUMERS COOPERATIVE,Cooperative,30-Mar-2011,Platinum,Active,01-Jun-2020,01-Jun-2021,20110340081983789763
134,LNG CONSTRUCTION AND SUPPLIES,Single Proprietorship,10-Feb-2020,Platinum,Active,04-Jun-2020,04-Jun-2021,2020022102261498892890
135,"3MJ RAIN GENERAL HOLDINGS, INC.",Corporation,08-Dec-2017,Platinum,Active,19-May-2020,19-May-2021,2017121246481682246002
136,LMGJK TRADING,Single Proprietorship,06-Mar-2020,Platinum,Active,14-Mar-2020,14-Mar-2021,202003213811406891161
137,"MODERN TECH. CO., LTD.",Foreign Company Organization,08-Dec-2017,Platinum,Active,14-Mar-2020,14-Mar-2021,2017121250061657444841
138,AM ABDON CONSTRUCTION AND SUPPLIES,Single Proprietorship,04-Feb-2010,Platinum,Active,15-Mar-2020,29-Mar-2021,20100231813698818320
139,BABET'S CATERING,Single Proprietorship,11-Oct-2018,Platinum,Active,14-Mar-2020,14-Mar-2021,20181073443844373961
140,E.H. MILIO CONSTRUCTION,Single Proprietorship,08-Dec-2017,Platinum,Active,14-Mar-2020,25-Mar-2021,2017121254781802883310
141,ARIONES PHOTOGRAPHY SERVICES,Single Proprietorship,06-Sep-2019,Platinum,Active,07-Apr-2020,07-Apr-2021,20190923023308928180
142,MCB ZAMORA CONSTRUCTION & SUPPLY,Single Proprietorship,14-Feb-2007,Platinum,Active,16-Mar-2020,16-Mar-2021,20070212660517086155
143,MIKESTONE BUILDERS,Single Proprietorship,19-Feb-2008,Platinum,Active,12-Mar-2020,12-Mar-2021,200802189331707048441
144,EVERGREEN GENERAL MERCHANDISE,Single Proprietorship,02-Jun-2005,Platinum,Active,12-Mar-2020,27-Mar-2021,2005067482264215
145,MIKAD CONSTRUCTION AND ENGINEERING SERVICES,Single Proprietorship,29-Dec-2016,Platinum,Active,12-Mar-2020,12-Mar-2021,2016121879801103373914
146,BERN ENTERPRISES,Single Proprietorship,15-May-2017,Platinum,Active,16-Mar-2020,16-Mar-2021,2017051624091288311489
147,NEXT GENERATION CONSTRUCTION AND SUPPLY CORPORATION,Corporation,18-May-2015,Platinum,Active,12-Mar-2020,29-Mar-2021,201505135799529624075
148,WAKAII CONSTRUCTION,Single Proprietorship,22-Feb-2011,Platinum,Active,18-May-2020,18-May-2021,201102388401030572385
149,DELTA JO CONSTRUCTION (DELCONS),Single Proprietorship,15-Dec-2017,Platinum,Active,18-Mar-2020,18-Mar-2021,2017121238801387957192
150,3 JEWELS CATERING SERVICES,Single Proprietorship,12-Aug-2013,Platinum,Active,14-Mar-2020,14-Mar-2021,20130879164938056653
151,RL ENTERPRISES,Single Proprietorship,04-Mar-2020,Platinum,Active,14-Mar-2020,14-Mar-2021,202003213451367884605
152,"EVI DISTRIBUTION, INC.",Corporation,11-May-2004,Platinum,Active,12-Aug-2020,12-Aug-2021,20040539261079184558
153,FLEETSERV INC.,Corporation,13-Nov-2014,Platinum,Active,22-Apr-2020,22-Apr-2021,201411119794526809691
154,GENPHARM ENTERPRISE,Single Proprietorship,24-Nov-2004,Platinum,Active,14-Mar-2020,29-Apr-2021,20041157561034700724
155,CDC CONSTRUCTION AND SUPPLIES,Single Proprietorship,25-Jul-2007,Platinum,Active,14-Mar-2020,18-Mar-2021,20070715370950744570
156,KBETECH TRADING INC.,Corporation,25-Jan-2018,Platinum,Active,14-Mar-2020,14-Mar-2021,201801118209748494064
157,RV EMPIRE INC.,Corporation,11-Jun-2009,Platinum,Active,18-Mar-2020,18-Mar-2021,200906270861090206954
158,ACO CONSTRUCTION,Single Proprietorship,29-Jun-2006,Platinum,Active,14-Mar-2020,14-Mar-2021,20060610493543108892
159,EIGHT TWO EIGHT MART,Single Proprietorship,27-Jul-2016,Platinum,Active,14-Mar-2020,14-Mar-2021,201607178750881889108
160,MEDITECH MEDICAL SUPPLIES,Single Proprietorship,13-Dec-2019,Platinum,Active,13-Mar-2020,13-Mar-2021,20191252701037994353
161,AL CHRIS CONSTRUCTION,Single Proprietorship,11-Dec-2007,Platinum,Active,14-Mar-2020,18-Mar-2021,200712179501719494044
162,LUCKY H & K CONSTRUCTION,Single Proprietorship,06-Mar-2020,Platinum,Active,13-Mar-2020,13-Mar-2021,2020032138061234752606
163,SONORAY MEDICAL ENTERPRISES INC,Corporation,01-Oct-2003,Platinum,Active,14-Mar-2020,29-Mar-2021,20031018731768264399
164,MERIJR ENTERPRISES INCORPORATED,Corporation,29-Jun-2007,Platinum,Active,14-Mar-2020,25-Mar-2021,20070614780456878000
165,RR FANTASTIK CARWASH & AUTO AIRCONDITIONING SERVICES,Single Proprietorship,04-Oct-2016,Platinum,Active,14-Mar-2020,10-May-2021,201610187528102954317
166,CASA CAZUELA RESTO BAR,Single Proprietorship,04-Dec-2015,Platinum,Active,15-Mar-2020,15-Mar-2021,201512155892964762498
167,MELMIR GENERAL MERCHANDISE,Single Proprietorship,15-Feb-2011,Platinum,Active,15-Mar-2020,15-Mar-2021,20110238627778468704
168,A.O COCOLUMBER AND MINI HARDWARE,Single Proprietorship,06-Mar-2020,Platinum,Active,15-Mar-2020,15-Mar-2021,2020032137862108962060
169,RHOFEL VEGETABLE DEALER,Single Proprietorship,29-May-2013,Platinum,Active,14-Mar-2020,27-Mar-2021,201305729441648244295
170,BANCUANG PETRON GASOLINE STATION,Single Proprietorship,19-Jun-2013,Platinum,Active,19-Mar-2020,19-Mar-2021,201306744841355327184
171,NUEVA ECIJA SEED GROWER MULTI-PURPOSE COOPERATIVE INC.,Cooperative,21-May-2013,Platinum,Active,15-Apr-2020,15-Apr-2021,20130572194980366254
172,BANCUANG CORPORATION,Corporation,09-Sep-2015,Platinum,Active,18-Mar-2020,18-Mar-2021,201509147838610407098
173,CEL ALUMINUM & GLASS ENTERPRISES,Single Proprietorship,10-Mar-2016,Platinum,Active,16-Mar-2020,16-Mar-2021,201603164934538026598
174,JA GENERAL MERCHANDISE,Single Proprietorship,23-Oct-2012,Platinum,Active,15-Mar-2020,27-Apr-2021,20121061011653570603
175,PISTOL CONSTRUCTION AND SUPPLY,Single Proprietorship,08-Mar-2018,Platinum,Active,16-Mar-2020,16-Mar-2021,2018031108191790371086
176,FJ MIRANDA CONSTRUCTION,Single Proprietorship,15-Sep-2016,Platinum,Active,14-Mar-2020,11-Apr-2021,201609185084490004060
177,INSUYA'S CATERING SERVICES,Single Proprietorship,13-Jan-2015,Platinum,Active,21-May-2020,21-May-2021,2015011238621995779371
178,3T CONSTRUCTION AND GENERAL MERCHANDISE,Single Proprietorship,15-Jul-2011,Platinum,Active,13-Mar-2020,13-Mar-2021,201107425051773205565
179,HMM BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,17-Jan-2012,Platinum,Active,14-Mar-2020,20-Mar-2021,20120147044409853822
180,TERRA TECH MARKETING,Single Proprietorship,07-Aug-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,201908288351269058402
181,B.C. CUERPO CONSTRUCTION CORP,Corporation,29-Mar-2005,Platinum,Active,26-May-2020,26-May-2021,2005036963885018154
182,"CLASSIC UMBRELLA INDUSTRIES, INC.",Corporation,03-Feb-2003,Platinum,Active,18-Mar-2020,18-Mar-2021,2003021405630060667
183,CELEBRATE LIFE PRINTS AND SHIRTS,Single Proprietorship,06-May-2014,Platinum,Active,16-Mar-2020,16-Mar-2021,201405101058409540915
184,AVIC CONSTRUCTION & SUPPLY,Single Proprietorship,27-Jun-2005,Platinum,Active,05-Jun-2020,05-Jun-2021,200506769951403797
185,WESTCOAST FOOD & CATERING SERVICES,Single Proprietorship,21-Mar-2007,Platinum,Active,15-Mar-2020,15-Mar-2021,200703132151751099333
186,CROWNMIX CORPORATION,Corporation,05-Jun-2014,Platinum,Active,18-Mar-2020,18-Mar-2021,2014061039931332667018
187,HEBBORN ANALYTICS INCORPORATED,Corporation,06-Nov-2006,Platinum,Active,15-Mar-2020,15-Mar-2021,200611116151250711475
188,CDYO CONSUMER GOODS TRADING,Single Proprietorship,21-Nov-2019,Platinum,Active,14-Mar-2020,14-Mar-2021,201911852884213680
