,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
30,LLABAN CONSTRUCTION AND SUPPLY,Single Proprietorship,04-Jul-2007,Platinum,Active,18-May-2020,01-Jun-2021,200707148851311041566
31,FORD TRACTOR (PHILS.) INC.,Corporation,26-Apr-2005,Platinum,Active,30-Apr-2020,30-Apr-2021,2005047190336447127
32,SAL RICE & CORN TRADER,Single Proprietorship,28-Jan-2020,Platinum,Active,28-Apr-2020,28-Apr-2021,202001364318221304
33,"SAFE MEDICAL SUPPLY,INC.",Corporation,16-Apr-2018,Platinum,Active,28-Apr-2020,28-Apr-2021,201804104343200115080
34,CMSEL CONSTRUCTION AND DEVELOPER,Single Proprietorship,08-Oct-2004,Platinum,Active,28-Apr-2020,28-Apr-2021,2004105343171675326
35,"BWPSSI SECURITY AGENCY (BLACKWATER PHILIPPINES SECURITYSOLUTIONS), INC.",Corporation,07-Jan-2014,Platinum,Active,28-Apr-2020,28-Apr-2021,201401903751244557669
36,EUROCARE SAVER PHARMA CO.,Partnership,09-Nov-2010,Platinum,Active,30-Apr-2020,30-Apr-2021,20101136780518196191
37,J-SAM'S LINK TRADING,Single Proprietorship,21-May-2014,Platinum,Active,04-May-2020,10-May-2021,201405102596393585614
38,BLUE BLESS BEACH RESORT,Single Proprietorship,28-Jul-2014,Platinum,Active,04-May-2020,04-May-2021,201407109227858197155
39,B.B. LAT-IW CONSTRUCTION,Single Proprietorship,25-Jan-2007,Platinum,Active,28-Apr-2020,28-Apr-2021,20070112322862543747
40,"PHILIPPINE SURVEY & RESEARCH CENTER, INC.",Corporation,31-Jan-2007,Platinum,Active,11-May-2020,24-May-2021,200701124061615251047
41,KAISHEN ENTERPRISES,Single Proprietorship,17-Jul-2018,Platinum,Active,06-May-2020,06-May-2021,201807892651067960961
42,"UCPB GENERAL INSURANCE COMPANY, INC.",Corporation,26-Jul-2006,Platinum,Active,29-Apr-2020,10-May-2021,20060710670834254449
43,BALFRONT INDUSTRIES AND EQUIPMENT CORPORATION,Corporation,19-Jul-2013,Platinum,Active,29-Apr-2020,13-May-2021,201307770491576231206
44,AGUSAN SPARE PARTS SUPPLY,Single Proprietorship,07-Feb-2013,Platinum,Active,29-Apr-2020,29-Apr-2021,20130265605478120175
45,ADEC INNOVATIONS CORPORATION,Corporation,06-Feb-2012,Platinum,Active,04-May-2020,04-May-2021,201202124641404938036
46,PHARMA MEDICAL LINK,Single Proprietorship,23-Nov-2009,Platinum,Active,29-Apr-2020,29-Apr-2021,200911297971065810613
47,TRADEWAYS PHARMACY AND MEDICAL SUPPLY,Single Proprietorship,09-Feb-2004,Platinum,Active,30-Apr-2020,30-Apr-2021,2004022668335523444
48,GREGAN 101 CORPORATION,Corporation,06-Mar-2015,Platinum,Active,14-Jul-2020,14-Jul-2021,201503128994116271652
49,TESALONA FUEL SERVICE STATION,Single Proprietorship,24-Sep-2012,Platinum,Active,30-Apr-2020,03-May-2021,20120959433825722392
50,ALGAMON CONSTRUCTION,Single Proprietorship,18-Sep-2007,Platinum,Active,29-Apr-2020,22-Jun-2021,20070916515311323818
51,APAR PETRON SUPER STATION,Single Proprietorship,05-Oct-2005,Platinum,Active,30-Apr-2020,30-Apr-2021,20051084761085955780
52,JJ&J CONSTRUCTION AND GENERAL SUPPLY,Single Proprietorship,31-May-2007,Platinum,Active,29-Apr-2020,02-May-2021,200705139831983299296
53,RIDGE TO REEF BUILDERS AND SUPPLY CORPORATION,Corporation,22-Apr-2020,Platinum,Active,29-Apr-2020,29-Apr-2021,2020042156891152053394
54,APOLLO CONSTRUCTION AND ENTERPRISES,Single Proprietorship,27-Apr-2012,Platinum,Active,07-May-2020,07-May-2021,201204522761785863371
55,"R-II BUILDERS, INC",Corporation,15-Mar-2004,Platinum,Active,21-May-2020,23-May-2021,20040334321037937450
56,"ACCESS FRONTIER TECHNOLOGIES, INC.",Corporation,08-Oct-2002,Platinum,Active,05-May-2020,05-May-2021,2002101114424592938
57,"STRATEGICSYNERGY, INC.",Corporation,08-Feb-2007,Platinum,Active,30-Apr-2020,30-Apr-2021,200702235821848212262
58,RAK TRADING AND CONSTRUCTION,Single Proprietorship,26-Feb-2015,Platinum,Active,11-May-2020,22-May-2021,2015021280171803994168
59,PEPSONS TRADING,Single Proprietorship,21-Nov-2012,Platinum,Active,30-Apr-2020,30-Apr-2021,20121162249995682651
60,BENZ-CY ENTERPRISES INC.,Corporation,13-Oct-2004,Platinum,Active,04-May-2020,04-May-2021,2004105375932008039
61,JUDERO BUILDERS AND SUPPLY,Single Proprietorship,08-Sep-2010,Platinum,Active,30-Apr-2020,30-Apr-2021,20100935766113473610
62,DEMM MARKETING,Single Proprietorship,31-Jul-2008,Platinum,Active,30-Apr-2020,30-Apr-2021,200807217761258553803
63,ROWIE'S CONSTRUCTION,Single Proprietorship,14-Aug-2007,Platinum,Active,30-Apr-2020,06-May-2021,200708158361493240366
64,UBALDO REIDENBACH SOLUTIONS INC,Corporation,30-May-2007,Platinum,Active,30-Apr-2020,15-May-2021,2007051340891801472265
65,SEGMA TRADING CO.,Partnership,17-Jul-2007,Platinum,Active,30-Apr-2020,30-Apr-2021,20070715165886134343
66,AVENESCIO A. PIRAMIDE LAW FIRM,Single Proprietorship,16-Dec-2013,Platinum,Active,13-May-2020,13-May-2021,2013128953934534612
67,"PHARMA NUTRIA N.A. (BACOLOD CITY), INC.",Corporation,04-Sep-2007,Platinum,Active,05-May-2020,05-May-2021,200709162301746382992
68,SAPPHIRE SECURITY AGENCY,Single Proprietorship,24-May-2007,Platinum,Active,20-May-2020,20-May-2021,20070513838387338396
69,IPM CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,26-Nov-2002,Platinum,Active,07-May-2020,08-May-2021,20021111783531737997
70,INFOSTORAGE CORPORATION,Corporation,22-Jun-2005,Platinum,Active,11-May-2020,11-May-2021,200506201031385759297
71,J.M. LACORTE CONSTRUCTION,Single Proprietorship,23-Apr-2015,Platinum,Active,29-Apr-2020,29-Apr-2021,2015041338251464632703
72,VIBRANIUM BUILDERS CORPORATION,Corporation,29-Mar-2019,Platinum,Active,04-May-2020,21-May-2021,20190348096268376209
73,FERNANDEZ BUY AND SELL & MILLING,Single Proprietorship,27-Jan-2020,Platinum,Active,29-Apr-2020,29-Apr-2021,2020016741210734262
74,RANILE RICE MILL,Single Proprietorship,20-Jan-2020,Platinum,Active,29-Apr-2020,29-Apr-2021,20200118901046247421
75,PALAFOX ASSOCIATES,Partnership,15-Jan-2007,Platinum,Active,04-May-2020,04-May-2021,20070112185951388829
76,PRO MAINTECH CONSULTANCY INC.,Corporation,20-Jun-2014,Platinum,Active,29-Apr-2020,29-Apr-2021,201406105602534835606
77,JJF BUILDERS AND SUPPLY,Single Proprietorship,17-May-2012,Platinum,Active,30-Apr-2020,02-May-2021,201205529622045224150
78,VERLYN'S ENTERPRISES,Single Proprietorship,07-Aug-2007,Platinum,Active,05-May-2020,22-May-2021,200708156951924285672
79,TUCHAR CONSTRUCTION CORP.,Corporation,11-Mar-2004,Platinum,Active,30-Apr-2020,30-Apr-2021,20040334141612594479
80,ULTRA-SEER INC.,Corporation,02-Jan-2006,Platinum,Active,06-May-2020,06-May-2021,200601432912126839654
81,EDEL'S CONCRETE PRODUCTS AND MERCHANDISE,Single Proprietorship,27-May-2004,Platinum,Active,11-May-2020,11-May-2021,20040540441020319953
82,EVERGREEN ENTERPRISES,Single Proprietorship,31-Jul-2007,Platinum,Active,30-Apr-2020,08-May-2021,20070715488947373594
83,THERACOR GENERICS (PHILS.),Single Proprietorship,24-Aug-2005,Platinum,Active,30-Apr-2020,30-Apr-2021,2005088114147122493
84,JPD MERCHANDISING,Single Proprietorship,02-Jun-2014,Platinum,Active,11-May-2020,11-May-2021,2014061036681391956105
85,LGE GENERAL MERCHANDISE,Single Proprietorship,02-Mar-2016,Platinum,Active,05-May-2020,22-May-2021,2016031638981961290844
86,AQUAMED ENTERPRISE,Single Proprietorship,01-Aug-2006,Platinum,Active,21-May-2020,21-May-2021,20060810723231340662
87,ACE-AERO ENTERPRISE,Single Proprietorship,23-May-2017,Platinum,Active,04-May-2020,16-May-2021,2017051612521157964597
88,GOLDEN SUN SECURITY AGENCY INC.,Corporation,19-Apr-2017,Platinum,Active,30-Apr-2020,30-Apr-2021,2017041668591811889609
89,DPL TRADING,Single Proprietorship,19-May-2010,Platinum,Active,05-May-2020,22-May-2021,201005336631280406505
90,D.J. CALTEX STATION,Single Proprietorship,21-Jan-2010,Platinum,Active,30-Apr-2020,30-Apr-2021,201001305511760290472
91,"RBGM MEDICAL EXPRESS SALES, INC.",Corporation,21-Apr-2008,Platinum,Active,07-May-2020,17-May-2021,200804200531108726883
92,"MULTI-TEKNIKA, DMDS",Single Proprietorship,02-Mar-2004,Platinum,Active,05-May-2020,25-May-2021,200403149601104250740
93,THESSON'S MARKETING,Single Proprietorship,23-Apr-2009,Platinum,Active,20-May-2020,20-May-2021,200904262041080424564
94,RAPID FOREMOST CONST. CO.,Partnership,04-May-2007,Platinum,Active,04-May-2020,08-May-2021,200705792101233191787
95,R.C. PALLARCA CONSTRUCTION,Single Proprietorship,26-Jan-2012,Platinum,Active,04-May-2020,28-May-2021,20120147518556823149
96,LDLA MARKETING AND TRADING INC.,Corporation,29-Sep-2016,Platinum,Active,20-May-2020,20-May-2021,2016091871741575771636
97,XANJI SYNERGY MARKETING CORP. (A & A PLAZA HOTEL),Corporation,15-Jul-2010,Platinum,Active,07-May-2020,29-May-2021,20100734602298306705
98,"INFINITECARE TECHNOLOGY SOLUTIONS, INC.",Corporation,08-Mar-2012,Platinum,Active,11-May-2020,27-Jun-2021,20120349900247752713
99,KAIROS PHARMA-MEDICAL SUPPLIES & EQUIPMENT,Single Proprietorship,16-Aug-2010,Platinum,Active,06-May-2020,16-May-2021,201008352591455910116
100,MTJD OFFICE AND SCHOOL SUPPLIES TRADING,Single Proprietorship,21-Jan-2020,Platinum,Active,23-Jun-2020,23-Jun-2021,20200115041374848302
101,"INFOBAHN COMMUNICATIONS, INC.",Corporation,15-Nov-2001,Platinum,Active,05-May-2020,05-May-2021,200111247312381782
102,"SEEDWORKS PHILIPPINES, INC.",Corporation,16-May-2014,Platinum,Active,04-May-2020,28-May-2021,201405102196193120171
103,PINK CITTI HOTEL,Single Proprietorship,29-Jan-2020,Platinum,Active,07-May-2020,07-May-2021,2020012089391329275959
104,LSC ENTERPRISES,Single Proprietorship,06-Oct-2010,Platinum,Active,30-Apr-2020,30-Apr-2021,201010362361540801259
105,PIONEER INSURANCE & SURETY CORPORATION,Corporation,10-May-2012,Platinum,Active,12-May-2020,28-Jun-2021,201205526861375945183
106,ALYBAMBAM GENERAL MERCHANDISE,Single Proprietorship,08-May-2019,Platinum,Active,30-Apr-2020,15-May-2021,20190543474552409461
107,BENCHELOUIE HARDWARE,Single Proprietorship,02-Sep-2013,Platinum,Active,04-May-2020,04-May-2021,201309805881351700545
108,"MACARE MEDICALS, INC.",Corporation,18-Jul-2002,Platinum,Active,05-May-2020,18-May-2021,20020713564836123392
109,TOPSOURCE ENTERPRISE,Single Proprietorship,25-Jul-2007,Platinum,Active,11-May-2020,14-May-2021,200707218661660498957
110,CHLOJJ TRADING,Single Proprietorship,26-Sep-2017,Platinum,Active,05-May-2020,15-May-2021,201709137440377014333
111,JOASH AR ENGINEERING ENTERPRISES,Single Proprietorship,08-Aug-2016,Platinum,Active,04-May-2020,06-May-2021,201608180523512702715
112,PRIJOLES TRADING AND CONSTRUCTION,Single Proprietorship,07-May-2012,Platinum,Active,04-May-2020,04-May-2021,20120552568312996288
113,PRINTCOMP MARKETING,Single Proprietorship,09-Feb-2005,Platinum,Active,05-May-2020,05-May-2021,2005026434812111776
114,FELIZ REI MARKETING,Single Proprietorship,05-Jan-2016,Platinum,Active,05-May-2020,05-May-2021,201601157723587959994
115,"NPK MEDICAL TRADING, INC.",Corporation,15-Jun-2001,Platinum,Active,05-May-2020,05-May-2021,200106711110790263
116,RIDERS CORNER CONSTRUCTION & GENERAL MERCHANDISE,Single Proprietorship,20-Dec-2017,Platinum,Active,05-May-2020,05-May-2021,2017121226711484242431
117,RODIVILAS LUMBER DEALER AND ENTERPRISES,Single Proprietorship,29-May-2013,Platinum,Active,04-May-2020,04-May-2021,201305729601098122997
118,PHP MEDICAL DISTRIBUTORS INC.,Corporation,12-Sep-2007,Platinum,Active,04-May-2020,04-May-2021,200709371501307484404
119,TRIPLE FORCE GAS STATION,Single Proprietorship,07-Nov-2018,Platinum,Active,11-May-2020,11-May-2021,201811694731254366250
120,TANAY EXTREME ADVENTURE AND TOURS,Single Proprietorship,20-Jun-2013,Platinum,Active,04-May-2020,04-May-2021,201306746181058535207
121,BIG BUYS ENTERPRISES,Single Proprietorship,10-Jan-2017,Platinum,Active,05-May-2020,20-May-2021,201701186511312170167
122,A.Y.A. DISTRIBUTION SERVICES,Single Proprietorship,05-Apr-2019,Platinum,Active,07-May-2020,10-May-2021,20190447033343916164
123,ERZP CORPORATION,Corporation,14-Feb-2017,Platinum,Active,05-May-2020,30-May-2021,2017021799991047217419
124,CST ENGINEERS & BUILDERS,Single Proprietorship,08-Sep-2006,Platinum,Active,14-May-2020,03-Jun-2021,20060911330629689377
125,DECATORIA DECOR DESIGN,Single Proprietorship,12-Oct-2011,Platinum,Active,05-May-2020,06-May-2021,201110446771644930029
126,R.M. TEJADA CONSTRUCTION AND SUPPLIES CORP.,Corporation,21-Jun-2016,Platinum,Active,07-May-2020,23-May-2021,2016061746811197249103
127,CAT'S EYE KING INTERNATIONAL INC.,Corporation,29-May-2014,Platinum,Active,19-May-2020,19-May-2021,2014051620761916668254
128,JANNYLYN ENTERPRISES,Single Proprietorship,04-Dec-2014,Platinum,Active,11-May-2020,11-May-2021,201412121814347669269
129,MN COLOMA CONSTRUCTION,Single Proprietorship,28-Feb-2019,Platinum,Active,26-May-2020,26-May-2021,201902527111497123995
130,ACCESS OFFICE SYSTEMS,Single Proprietorship,08-Apr-2003,Platinum,Active,04-May-2020,04-May-2021,2003041571672749933
131,MORI BUILDERS,Single Proprietorship,22-Mar-2017,Platinum,Active,04-May-2020,27-May-2021,201703171761379514192
132,AC/DC ENTERPRISES,Single Proprietorship,27-Jul-2016,Platinum,Active,04-May-2020,13-May-2021,2016071787381111419542
133,R.F.VARQUEZ CONSTRUCTION,Single Proprietorship,18-Sep-2007,Platinum,Active,04-May-2020,23-Jun-2021,20070916513228282151
134,DZEE BUILDERS & CONSTRUCTION SUPPLY,Single Proprietorship,07-Mar-2013,Platinum,Active,04-May-2020,31-May-2021,20130367633167803581
135,LAMUT GRASSROOTS SAVINGS AND DEVELOPMENT COOPERATIVE,Cooperative,23-Jan-2015,Platinum,Active,07-May-2020,07-May-2021,201501124318605989058
136,FAUSTINO FARM & POULTRY SUPPLY,Single Proprietorship,20-Oct-2004,Platinum,Active,11-May-2020,18-May-2021,2004105468496426648
137,MONT BLANC STOREHOUSE ENTERPRISE,Single Proprietorship,19-Mar-2017,Platinum,Active,11-May-2020,30-May-2021,20170317246635521025
138,SHOSHA VEHICLE TRADING,Single Proprietorship,21-Jan-2020,Platinum,Active,26-Jun-2020,26-Jun-2021,20200115081321773842
139,ASAHI DESIGN CENTRE INC.,Corporation,11-Jul-2016,Platinum,Active,05-May-2020,14-May-2021,201607176741120463987
140,ALTHAEA ENTERPRISES,Single Proprietorship,11-Feb-2009,Platinum,Active,07-May-2020,07-May-2021,200902246902032574969
141,ZEDD CONSTRUCTION,Single Proprietorship,28-Jan-2019,Platinum,Active,05-May-2020,05-May-2021,20190158048799423489
142,PORTAG GENERAL CONSTRUCTION,Single Proprietorship,18-Jun-2007,Platinum,Active,11-May-2020,11-May-2021,20070614382687000198
143,"ZOMEDEL GAS CENTER & GEN. MDSE., INC.",Corporation,08-May-2007,Platinum,Active,11-May-2020,11-May-2021,20070513635349354716
144,ETP BUILDERS,Single Proprietorship,02-May-2011,Platinum,Active,05-May-2020,17-May-2021,20110540792280470466
145,MAGARAO AIRPRODUCTS INC.,Corporation,05-Jun-2015,Platinum,Active,11-May-2020,30-May-2021,201506137954266527985
146,JV CONSTECH,Single Proprietorship,30-Mar-2011,Platinum,Active,06-May-2020,06-May-2021,201103400431618962571
147,GS FERROLINO CONSTRUCTION & SUPPLY,Single Proprietorship,12-Mar-2008,Platinum,Active,04-May-2020,04-May-2021,200803194131058565567
148,"M. MONTESCLAROS ENT., INC.",Corporation,18-Jun-2007,Platinum,Active,05-May-2020,05-May-2021,200706143302097182350
149,AQUAGEM ENVIRONMENTAL CONSULTANCY SERVICES,Single Proprietorship,22-Jun-2016,Platinum,Active,05-May-2020,17-May-2021,201606175072775280163
150,"GUTHRIE-JENSEN CONSULTANTS, INC.",Corporation,29-Mar-2012,Platinum,Active,06-May-2020,06-May-2021,201203511361285259608
151,RBC-MDC CORPORATION (RBCJ PHARMACY),Corporation,29-Jun-2004,Platinum,Active,05-May-2020,10-May-2021,20040613445454561524
152,JPS CONSTRUCTION,Single Proprietorship,05-Mar-2014,Platinum,Active,05-May-2020,05-May-2021,20140395731354847356
153,AYAMED DRUG DISTRIBUTOR,Single Proprietorship,14-Oct-2013,Platinum,Active,11-May-2020,11-May-2021,201310847642062223574
154,ISAIAS TOP MARKETING CORP.,Corporation,26-Apr-2006,Platinum,Active,05-May-2020,04-Jun-2021,20060410047195881257
155,LEYMAR CONSTRUCTION MATERIALS TRADING,Single Proprietorship,06-Apr-2020,Platinum,Active,01-Jun-2020,01-Jun-2021,202004215295528900480
156,GOVMEDIC TRADING,Single Proprietorship,22-Feb-2010,Platinum,Active,05-May-2020,05-May-2021,201002322851495617081
157,MAR'S ANGELS GENERAL MERCHANDISE,Single Proprietorship,27-Apr-2015,Platinum,Active,04-May-2020,16-May-2021,201504134113378524507
158,ZANEYA BUILDERS & SUPPLY,Single Proprietorship,17-Nov-2017,Platinum,Active,01-Jul-2020,01-Jul-2021,20171112878461143662
159,AE SQUARE ENTERPRISES,Single Proprietorship,17-Dec-2012,Platinum,Active,05-May-2020,05-May-2021,20121263313835518990
160,JRJ MARKETING,Single Proprietorship,02-Jun-2015,Platinum,Active,05-May-2020,09-May-2021,201506137602259100584
161,NEGROS BRIGHT SUN TRADING,Single Proprietorship,19-Nov-2007,Platinum,Active,06-May-2020,14-May-2021,200711175832100087762
162,GRJC AGRI INDUSTRIAL MACHINERIES,Single Proprietorship,09-Jan-2013,Platinum,Active,05-May-2020,14-May-2021,201301639651852257485
163,PRIMARY STRUCTURES CORPORATION,Corporation,13-Jun-2016,Platinum,Active,07-May-2020,07-May-2021,201606173893300520315
164,CLIFFORD CONSTRUCTION CORPORATION,Corporation,04-Sep-2003,Platinum,Active,06-May-2020,08-May-2021,20030918191468935103
165,RV'S PLANT NURSERY AND AGRI TRADING,Single Proprietorship,24-May-2007,Platinum,Active,07-May-2020,07-May-2021,200705138061956726539
166,"WISENERGY, INC.",Corporation,28-Jul-2015,Platinum,Active,29-Jun-2020,29-Jun-2021,2015071433202073193625
167,ELMUEL JAY TRADING & CONSTRUCTION,Single Proprietorship,15-Sep-2004,Platinum,Active,11-May-2020,11-May-2021,2004095149585488843
168,TOOTH FIRST DENTAL AND MEDICAL TRADING,Single Proprietorship,13-Feb-2014,Platinum,Active,06-May-2020,06-May-2021,2014029371228590243
169,MCGC MEDITEL CORP.,Corporation,16-May-2005,Platinum,Active,13-May-2020,01-Jun-2021,200505416861038108873
170,AMTES COMMERCIAL AND GENERAL MERCHANDISE,Single Proprietorship,13-Feb-2004,Platinum,Active,06-May-2020,16-May-2021,2004022808432772258
171,MIK AND MEL CONSTRUCTION AND SUPPLY,Single Proprietorship,16-Apr-2019,Platinum,Active,05-May-2020,08-May-2021,2019044586648301387
172,PELF PLANT NURSERY,Single Proprietorship,22-May-2012,Platinum,Active,05-May-2020,15-May-2021,201205532331510529519
173,EXCELLENT INTERIOR DESIGN,Single Proprietorship,25-Jul-2014,Platinum,Active,06-May-2020,06-May-2021,2014071090261426806847
174,ALERT GENERAL SERVICES CORPORATION,Corporation,08-May-2002,Platinum,Active,18-Jun-2020,18-Jun-2021,20020517755486731676
175,"CEBU FAR EASTERN DRUG, INC.",Corporation,08-Jul-2005,Platinum,Active,06-May-2020,06-May-2021,20050777672108990629
176,BENDALI-AN RICE TRADE,Single Proprietorship,16-Jan-2020,Platinum,Active,05-May-2020,05-May-2021,2020012285740753186
177,ISOMEDICAL VENTURES INC.,Corporation,21-May-2015,Platinum,Active,06-May-2020,16-May-2021,2015051364741889453824
178,"ENVIA CONSULTANCY, INC.",Corporation,22-Jul-2017,Platinum,Active,19-Jun-2020,19-Jun-2021,201707150079620786345
179,MJBL CONSTRUCTION SERVICES,Single Proprietorship,12-Apr-2019,Platinum,Active,07-May-2020,07-May-2021,201904462791483216925
180,WINDFALL CONSTRUCTION,Single Proprietorship,03-Jun-2013,Platinum,Active,27-Jul-2020,27-Jul-2021,201306732871549529319
181,JEKISU CONSTRUCTION,Single Proprietorship,10-Feb-2020,Platinum,Active,07-May-2020,07-May-2021,2020022102141907682351
182,MCL CONSTRUCTION AND ENTERPRISES,Single Proprietorship,16-Mar-2017,Platinum,Active,07-May-2020,29-May-2021,2017031729431798648179
183,DQT BUILDERS CORPORATION,Corporation,11-Oct-2002,Platinum,Active,11-May-2020,28-May-2021,20021011201963118374
184,EASTERN ISLAND SHIPPING LINES CORPORATION,Corporation,29-Nov-2006,Platinum,Active,07-May-2020,07-May-2021,20061111886568059894
185,SHERLOCK MANPOWER AND GENERAL SERVICES,Single Proprietorship,09-Dec-2004,Platinum,Active,05-May-2020,07-May-2021,2004125855621410026
186,GS MOTAR BUILDERS CONSTRUCTION AND TRADING,Single Proprietorship,18-Jul-2014,Platinum,Active,06-May-2020,03-Jun-2021,2014071084081439009185
187,ALEPHNORTH PEAK CONSTRUCTION AND DEVELOPMENT CO.,Partnership,12-Jan-2018,Platinum,Active,14-May-2020,04-Jun-2021,201801120141713049599
188,AL NIÑO CONSTRUCTION & SUPPLY,Single Proprietorship,28-Jun-2007,Platinum,Active,06-May-2020,10-May-2021,20070614734307109653
189,MGT BUILDER'S AND SUPPLY,Single Proprietorship,20-Jul-2009,Platinum,Active,06-May-2020,17-May-2021,200907277301606524308
190,9 ELEVEN 7 TRADING,Single Proprietorship,19-Nov-2016,Platinum,Active,06-May-2020,06-May-2021,201611192815283392564
191,DAWING CONSTRUCTION,Single Proprietorship,06-Jun-2006,Platinum,Active,18-May-2020,18-May-2021,20060610312209829633
192,CHRISTIAN J ENTERPRISES,Single Proprietorship,03-May-2013,Platinum,Active,07-May-2020,07-May-2021,20130571130931955718
193,CAMPAIGNS & GREY INC.,Corporation,28-Nov-2007,Platinum,Active,03-Aug-2020,03-Aug-2021,200711177951879237779
194,GOLDROCK CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,03-May-2007,Platinum,Active,06-May-2020,06-May-2021,20070513592850550324
195,RED JEWEL BUILDERS,Single Proprietorship,22-Feb-2018,Platinum,Active,05-May-2020,05-May-2021,2018021132202006732883
196,J.S. LIM CONSTRUCTION & TRADING,Single Proprietorship,17-Feb-2005,Platinum,Active,05-May-2020,05-May-2021,2005026552745612873
